Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_BRK,TM_HOU,OPP_ATL,OPP_BOS,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
James Harden,41,34,6,12,0,1.0,0.52,0.3,0.615,35.9,3.8,6,0.833,119.0,120.0,25.4,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.5,9.2,1.0,4.4,0.3931999999999999,0.2743,0.7118,27.08,101.9,102.1,18.18,1.06837,10,2021,1,18,0,0.49999999999999994,0.8660254037844387,0.0,1.0
James Harden,50,21,10,12,2,0.0,0.429,0.5,0.631,18.6,0.0,5,1.0,119.0,125.0,20.4,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,5.9,9.6,1.1,4.4,0.3736,0.2687,0.7118,25.52,99.9,102.7,17.279999999999998,1.06874,11,2021,1,20,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
James Harden,37,19,5,11,0,0.0,0.429,0.444,0.603,23.0,1.6,3,0.75,120.0,132.0,16.6,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,5.8,9.9,1.0,4.1,0.3747999999999999,0.2767,0.7050000000000001,24.02,100.8,104.2,16.69,1.10747,12,2021,1,22,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
James Harden,38,12,7,11,0,0.0,0.222,0.0,0.463,20.3,-6.8,5,0.889,105.0,121.0,10.1,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,6.5,11.0,1.0,4.6,0.3969999999999999,0.2767,0.7939,26.05,111.3,116.3,17.699999999999996,1.03576,13,2021,1,23,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
James Harden,34,20,4,8,1,1.0,0.7,0.6,0.82,20.8,14.2,3,0.6,134.0,92.0,20.5,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,6.6,10.8,0.9,4.7,0.4375999999999999,0.3094,0.7739,25.34,113.9,113.6,17.97,1.19878,14,2021,1,25,0,0.49999999999999994,0.8660254037844387,0.0,1.0
James Harden,46,31,8,15,2,1.0,0.45,0.556,0.659,26.4,16.0,3,1.0,146.0,129.0,34.0,16,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,11.1,1.0,4.6,0.4468999999999999,0.345,0.7739,25.73,118.5,115.0,19.93,1.0137,15,2021,1,27,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
James Harden,32,25,10,11,0,1.0,0.643,0.5,0.793,21.0,11.3,1,1.0,169.0,118.0,27.2,17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.5,10.9,1.0,4.5,0.465,0.3617,0.8738999999999999,25.59,121.9,117.1,20.97,0.935616,16,2021,1,29,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,6.9,10.0,1.0,3.8,0.415,0.3367,0.7939,23.16,111.9,105.5,19.5,1.11969,17,2021,1,31,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
James Harden,43,23,12,14,1,0.0,0.467,0.167,0.621,22.5,5.9,3,1.0,137.0,119.0,25.1,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,7.4,10.8,1.0,3.8,0.4304,0.3367,0.7939,22.6,116.5,105.9,20.94,1.20672,18,2021,2,2,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
James Harden,40,17,7,12,2,0.0,0.5,0.4,0.711,16.2,7.1,3,0.778,142.0,121.0,20.9,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.2,6.9,10.6,0.8,3.2,0.4359999999999999,0.3467,0.7849999999999999,20.47,119.1,107.7,20.020000000000003,1.06129,19,2021,2,5,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
James Harden,29,26,8,10,0,0.0,0.5,0.375,0.597,34.8,13.2,2,0.75,130.0,123.0,23.0,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,7.1,10.4,0.8,2.8,0.434,0.3541999999999999,0.7767,20.36,120.2,108.0,19.78,1.18439,20,2021,2,6,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
James Harden,39,24,6,12,2,5.0,0.571,0.25,0.703,27.2,10.1,7,1.0,117.0,116.0,25.3,22,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,6.7,10.4,0.8,3.0,0.4482,0.3292,0.7767,21.22,120.0,107.1,20.27,1.12219,21,2021,2,9,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
James Harden,36,19,11,5,0,0.0,0.308,0.167,0.546,29.2,-1.7,5,1.0,97.0,100.0,12.9,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,7.3,9.8,0.8,3.2,0.4361,0.3015,0.8017,21.84,117.7,103.9,19.9,1.01716,22,2021,2,10,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
James Harden,35,19,8,16,3,1.0,0.545,0.625,0.8,19.9,14.9,5,1.0,135.0,104.0,25.2,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,7.4,10.3,1.1,3.2,0.4684,0.364,0.8128,21.8,120.7,102.2,21.410000000000004,1.00358,23,2021,2,13,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
James Harden,35,29,13,14,0,1.0,0.556,0.6,0.751,33.5,8.8,7,1.0,137.0,124.0,27.8,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.3,8.3,10.9,1.0,3.6,0.454,0.364,0.8527999999999999,23.07,121.0,105.4,22.14,1.17885,24,2021,2,15,0,0.8660254037844386,0.5000000000000001,0.0,1.0
James Harden,37,38,7,11,1,0.0,0.636,0.455,0.785,34.6,14.4,2,1.0,156.0,132.0,36.2,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.2,10.5,0.9,3.5,0.4726,0.3539,0.8527999999999999,23.89,122.0,105.7,22.36,0.913474,25,2021,2,16,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
James Harden,38,23,5,11,2,1.0,0.467,0.429,0.636,24.2,14.3,1,0.857,148.0,104.0,25.4,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,7.7,10.5,1.1,3.5,0.4549999999999999,0.3468,0.8385,24.21,119.9,104.3,22.18,1.02894,26,2021,2,18,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
James Harden,41,37,11,7,2,0.0,0.52,0.444,0.62,36.4,12.8,3,0.636,122.0,109.0,29.9,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,8.8,11.2,1.3,3.8,0.507,0.3912,0.9021,27.85,132.1,115.2,25.17,1.11762,27,2021,2,21,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
James Harden,41,29,11,14,1,0.0,0.409,0.5,0.559,31.8,4.8,4,0.667,120.0,118.0,25.7,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.1,8.7,11.2,1.3,3.9,0.5012000000000001,0.4245,0.8687999999999999,28.78,130.4,115.1,25.23,1.16576,28,2021,2,23,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
James Harden,33,20,9,7,1,0.0,0.438,0.5,0.592,29.9,-1.1,6,0.5,100.0,90.0,13.0,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,8.9,10.7,1.2,4.2,0.495,0.4345,0.841,30.15,126.2,112.0,24.44,1.03423,29,2021,2,25,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
James Harden,33,29,7,6,0,1.0,0.429,0.364,0.591,39.7,6.6,6,0.875,109.0,122.0,18.5,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,8.8,10.3,1.2,4.6,0.4878999999999999,0.4333999999999999,0.8535,30.64,124.1,111.9,23.99,1.09467,30,2021,2,27,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
James Harden,44,30,14,15,2,0.0,0.522,0.429,0.606,26.5,15.4,0,0.75,150.0,111.0,35.4,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.3,9.6,10.6,1.2,3.9,0.483,0.4513,0.8285,30.570000000000004,127.4,111.4,25.0,1.14558,31,2021,3,1,0,1.0,6.123233995736766e-17,0.0,1.0
James Harden,41,29,10,14,3,1.0,0.667,0.5,0.802,27.9,11.7,8,0.714,127.0,107.0,30.2,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,9.5,11.5,1.5,4.2,0.5189,0.4846,0.7998999999999999,30.440000000000005,130.4,112.1,26.73,1.02642,32,2021,3,3,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
James Harden,38,22,10,8,1,2.0,0.375,0.125,0.551,30.7,0.7,7,1.0,106.0,107.0,16.4,34,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,9.7,10.7,1.3,4.4,0.5019,0.4346,0.7999,31.52,127.5,112.4,25.85,1.21907,33,2021,3,11,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
James Harden,38,24,10,10,2,3.0,0.421,0.0,0.533,32.6,10.7,4,1.0,107.0,93.0,23.6,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,9.4,10.3,1.5,4.1,0.4884,0.3746,0.7999,31.43,124.5,109.3,25.43,1.0878,34,2021,3,13,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
James Harden,40,21,14,15,0,1.0,0.4,0.0,0.554,31.3,0.7,7,1.0,109.0,111.0,20.5,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,10.1,10.7,1.4,4.6,0.4648,0.3291,0.7999,31.100000000000005,119.8,107.2,23.86,0.972797,35,2021,3,15,0,1.0,6.123233995736766e-17,0.0,1.0
James Harden,42,40,10,15,2,0.0,0.481,0.222,0.603,33.2,15.5,2,0.857,142.0,110.0,38.2,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,10.6,11.1,1.4,4.7,0.4662,0.3084,0.7998999999999999,32.0,119.2,107.8,25.14,1.22718,36,2021,3,17,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
James Harden,34,19,4,9,2,0.0,0.267,0.25,0.468,29.7,-1.5,3,0.75,102.0,121.0,13.8,38,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,9.9,11.3,1.4,4.7,0.4408999999999999,0.289,0.8112999999999999,31.33,117.2,109.0,23.53,1.0117,37,2021,3,19,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
James Harden,39,26,5,8,3,1.0,0.435,0.333,0.525,32.0,5.7,3,0.75,109.0,110.0,20.9,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,9.3,10.7,1.6,4.6,0.4435,0.2723,0.8196,31.35,116.1,108.2,23.05,1.08276,38,2021,3,21,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
James Harden,40,25,7,17,2,0.0,0.292,0.0,0.421,37.9,3.1,4,0.846,104.0,117.0,21.4,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.5,9.1,11.7,1.7,4.4,0.4289,0.2223,0.8542,32.15,116.5,110.9,23.89,1.35715,39,2021,3,23,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.6,8.4,11.1,1.7,3.8,0.386,0.1859,0.7666999999999999,28.18,105.6,98.7,22.04,0.950832,40,2021,3,24,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
James Harden,42,44,14,8,1,0.0,0.467,0.364,0.608,40.8,12.9,3,0.857,134.0,117.0,34.0,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.4,10.4,1.6,4.1,0.3805,0.1794,0.7774,29.610000000000003,104.0,99.3,21.9,1.1335,41,2021,3,26,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
James Harden,40,38,11,13,1,1.0,0.44,0.5,0.618,39.7,9.7,6,0.923,115.0,102.0,32.6,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,8.5,10.3,1.4,3.9,0.3578,0.1794,0.7983,30.790000000000003,102.8,98.8,22.14,1.28056,42,2021,3,29,0,1.0,6.123233995736766e-17,0.0,1.0
James Harden,27,17,8,6,0,0.0,0.5,0.0,0.65,26.4,2.1,3,1.0,129.0,117.0,15.2,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,8.3,10.1,1.3,3.5,0.3703,0.1669,0.7983,30.36,105.1,99.8,22.02,1.13288,43,2021,3,31,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
