Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Bam Adebayo,2024-12-23,31,23,7,7,1,0.0,0.667,0.0,0.741,27.7,11.8,2,0.875,145.0,98.0,23.0,27,1,0,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.9,0.9,2.9,0.5338,0.2166,0.7126,24.14,115.2,108.4,16.11,1.02552
Bam Adebayo,2024-12-26,35,4,9,7,0,5.0,0.2,0.0,0.2,18.5,-4.8,4,0.0,68.0,91.0,4.5,28,0,1,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,4.9,0.8,2.8,0.5153,0.1666,0.6126,23.94,112.4,106.1,15.239999999999998,0.972872
Bam Adebayo,2024-12-28,37,17,10,2,1,2.0,0.471,0.0,0.487,23.9,-5.4,2,1.0,99.0,120.0,13.1,29,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,4.6,0.8,2.7,0.5290999999999999,0.1416,0.6126,23.39,114.2,106.9,15.639999999999995,1.23721
Bam Adebayo,2024-12-29,34,12,10,1,3,0.0,0.333,0.0,0.41,20.9,-5.3,2,0.667,88.0,95.0,7.9,30,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,4.0,1.0,2.7,0.4873999999999999,0.1416,0.6126,23.47,108.3,107.5,14.669999999999998,1.14358
Bam Adebayo,2025-01-01,31,23,9,10,2,0.0,0.643,0.0,0.71,29.4,11.2,4,1.0,131.0,107.0,23.7,31,1,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,4.2,1.1,2.7,0.4953999999999999,0.1166,0.6376000000000001,23.36,108.7,106.5,14.72,1.15725
Bam Adebayo,2025-01-02,25,20,8,2,1,0.0,0.667,0.0,0.683,29.8,1.8,1,0.667,136.0,132.0,19.0,32,1,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,3.8,1.2,2.7,0.5121,0.0666,0.7043,24.51,109.7,108.2,14.98,1.0877
Bam Adebayo,2025-01-04,26,4,8,2,1,1.0,0.0,0.0,0.231,20.2,-15.9,3,0.667,50.0,127.0,1.5,33,1,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.5,3.5,1.3,2.9,0.465,0.0333,0.7042999999999999,24.01,102.4,111.0,13.14,1.13848
Bam Adebayo,2025-01-06,45,18,12,2,4,1.0,0.316,0.2,0.416,23.9,-2.8,2,0.833,89.0,101.0,14.4,34,0,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.9,3.4,1.6,3.0,0.4466,0.02,0.6876,24.93,99.7,109.6,13.23,0.961165
Bam Adebayo,2025-01-07,30,19,9,5,2,1.0,0.643,1.0,0.658,22.9,11.8,1,0.0,134.0,93.0,21.1,35,0,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,3.8,1.7,2.5,0.4473,0.12,0.6376,24.85,104.2,108.3,14.27,1.25243
Bam Adebayo,2025-01-09,29,15,7,3,3,2.0,0.462,0.5,0.508,23.6,7.8,1,0.5,108.0,86.0,15.5,36,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.9,4.1,1.8,2.2,0.4402,0.17,0.6209,24.08,104.8,105.0,14.37,1.32249
Bam Adebayo,2025-01-11,30,13,11,6,1,0.0,0.462,0.5,0.5,20.2,0.3,1,0.0,121.0,96.0,13.8,37,0,1,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.3,4.0,1.8,2.1,0.4197,0.22,0.5334,23.33,102.4,104.8,13.45,1.15985
Bam Adebayo,2025-01-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,0,1,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,3.3,1.8,1.7,0.3997,0.22,0.5334,21.48,95.6,95.7,13.0,1.23484
Bam Adebayo,2025-01-15,31,10,4,5,1,0.0,0.429,0.333,0.571,18.3,-3.5,3,0.75,103.0,122.0,7.4,39,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,3.6,1.8,1.8,0.3955,0.2533,0.5084,20.92,96.0,95.9,12.43,1.27854
Bam Adebayo,2025-01-17,33,16,11,4,0,0.0,0.467,0.0,0.504,23.6,-2.5,1,1.0,111.0,135.0,13.8,40,1,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,3.9,1.5,1.7,0.4089,0.2533,0.5417,21.19,98.3,99.9,13.02,1.31248
