Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Kristaps Porzingis,33,31,10,2,1,2.0,0.6,0.5,0.698,32.3,10.7,1,0.6,130.0,107.0,27.2,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.5,7.6,2.1,0.6,1.6,0.4556999999999999,0.3013,0.7124,25.03,110.6,102.7,16.080000000000002,1.1141,12,2022,11,12,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Kristaps Porzingis,31,25,6,2,2,2.0,0.467,0.6,0.709,27.2,12.8,2,0.833,129.0,91.0,21.1,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.5,2.1,0.8,1.5,0.4408999999999999,0.3113,0.6957,24.77,110.9,101.1,16.77,1.04423,13,2022,11,13,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Kristaps Porzingis,36,27,9,4,1,1.0,0.533,0.571,0.712,24.5,7.4,2,0.778,140.0,122.0,24.5,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,7.8,2.4,0.8,1.5,0.4404,0.3183999999999999,0.6878,24.7,112.2,100.7,17.619999999999997,1.08738,14,2022,11,16,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Kristaps Porzingis,39,20,17,5,1,2.0,0.35,0.167,0.433,27.6,1.7,1,0.714,97.0,90.0,16.8,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,8.2,2.8,0.9,1.3,0.4253999999999999,0.3351,0.7091999999999999,24.44,112.1,98.3,17.98,1.17957,15,2022,11,18,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Kristaps Porzingis,34,12,8,2,1,5.0,0.211,0.25,0.302,28.4,-9.2,4,1.0,69.0,98.0,4.2,17,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,8.1,2.7,0.8,1.7,0.3877,0.3172,0.7092,24.58,102.5,96.2,15.27,1.10645,16,2022,11,20,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Kristaps Porzingis,33,21,9,4,0,0.0,0.421,0.222,0.485,32.0,-5.5,3,0.5,91.0,114.0,10.6,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,8.1,2.8,0.7,1.9,0.3606,0.3144,0.6592,25.130000000000003,95.0,96.3,13.23,0.982456,17,2022,11,23,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Kristaps Porzingis,36,18,7,1,0,2.0,0.389,0.25,0.466,23.9,-6.5,1,1.0,100.0,116.0,11.0,19,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,7.8,2.8,0.7,1.9,0.3631,0.2894,0.6925000000000001,24.93,94.5,94.5,13.31,1.01217,18,2022,11,25,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Kristaps Porzingis,26,21,4,2,0,0.0,0.636,0.0,0.723,28.2,1.6,1,0.875,141.0,143.0,16.5,20,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,7.8,2.7,0.6,1.6,0.4035999999999999,0.2727,0.7050000000000001,25.11,101.9,98.2,14.71,0.999159,19,2022,11,27,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Kristaps Porzingis,31,41,4,3,2,3.0,0.667,0.6,0.898,33.7,22.9,1,1.0,175.0,122.0,39.2,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,7.4,2.5,0.8,1.6,0.4274,0.316,0.7300000000000001,25.78,107.2,100.3,17.110000000000003,1.27873,20,2022,11,28,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Kristaps Porzingis,38,27,19,0,1,2.0,0.571,0.667,0.67,24.0,10.1,2,0.643,132.0,108.0,25.3,22,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,9.3,2.5,0.9,1.8,0.4845,0.3827,0.7943,28.18,120.4,111.1,19.64,1.03501,21,2022,11,30,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Kristaps Porzingis,36,21,11,3,1,1.0,0.357,0.0,0.532,27.1,-3.2,4,0.846,113.0,123.0,15.9,23,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,9.4,2.6,0.9,2.1,0.4602,0.3327,0.8189,27.66,118.7,112.7,18.51,1.37626,22,2022,12,2,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Kristaps Porzingis,34,27,9,3,2,1.0,0.44,0.167,0.488,32.5,3.2,0,0.667,107.0,116.0,20.2,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,9.7,2.7,0.9,1.9,0.4575,0.2894,0.8023,28.19,116.5,115.2,18.42,1.27392,23,2022,12,4,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Kristaps Porzingis,35,28,9,4,2,2.0,0.471,0.0,0.582,35.1,2.1,5,0.75,105.0,103.0,20.4,25,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,9.7,2.7,1.0,2.2,0.4513,0.2323,0.7995,29.25,113.0,113.3,18.009999999999998,1.03262,24,2022,12,7,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Kristaps Porzingis,35,29,9,2,0,2.0,0.846,0.5,0.878,27.9,8.1,4,0.75,138.0,133.0,25.4,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,8.9,2.4,0.9,2.5,0.5009,0.2655999999999999,0.8031,29.28,117.1,117.6,18.87,1.09888,25,2022,12,9,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Kristaps Porzingis,37,30,15,5,0,2.0,0.4,0.5,0.583,34.4,4.1,3,0.923,116.0,111.0,24.0,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,9.6,2.7,0.8,2.4,0.5197999999999999,0.2905999999999999,0.7954000000000001,29.880000000000003,121.8,118.9,20.85,1.16974,26,2022,12,10,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Kristaps Porzingis,24,20,3,1,2,1.0,0.636,0.0,0.733,34.5,3.4,5,1.0,104.0,104.0,13.6,28,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,9.0,2.4,1.0,2.6,0.5413,0.2684,0.8454,30.130000000000003,123.1,117.9,21.15,1.25118,27,2022,12,12,0,-2.4492935982947064e-16,1.0,0.0,1.0
Kristaps Porzingis,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,8.3,2.3,1.0,2.5,0.5024,0.2434,0.7454000000000001,27.74,113.1,106.3,20.05,1.12489,28,2022,12,14,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Kristaps Porzingis,35,19,7,2,4,0.0,0.421,0.0,0.458,29.8,0.3,2,0.75,89.0,98.0,13.6,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,8.6,2.3,1.4,2.6,0.4809,0.2434,0.7329000000000001,27.9,107.9,101.8,19.76,1.14124,29,2022,12,17,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Kristaps Porzingis,38,21,11,5,2,1.0,0.389,0.222,0.498,25.5,3.7,2,0.714,110.0,112.0,18.7,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,9.3,2.5,1.4,2.7,0.4530999999999999,0.2056,0.7043,27.08,101.4,100.8,17.709999999999997,1.02515,30,2022,12,18,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Kristaps Porzingis,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.5,7.4,2.5,1.3,2.5,0.396,0.1389,0.6399999999999999,24.68,88.2,90.0,15.18,1.04799,31,2022,12,20,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Kristaps Porzingis,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.4,6.3,2.2,1.2,2.1,0.3603,0.1389,0.5553999999999999,21.97,76.9,77.7,13.589999999999998,1.1053,32,2022,12,22,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Kristaps Porzingis,34,7,13,1,1,2.0,0.182,0.0,0.265,17.1,-9.2,0,0.6,73.0,105.0,5.9,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.4,6.7,2.0,1.1,2.1,0.3345,0.1222,0.5487,20.43,73.5,76.6,12.16,1.09815,33,2022,12,23,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Kristaps Porzingis,35,24,10,1,2,3.0,0.467,0.6,0.633,25.6,9.9,2,0.778,130.0,106.0,21.7,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.8,1.7,1.1,1.8,0.3341,0.1822,0.5515,19.48,76.0,76.9,12.29,1.19244,34,2022,12,27,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Kristaps Porzingis,34,22,6,2,1,1.0,0.533,0.333,0.656,26.5,0.1,3,1.0,124.0,111.0,16.2,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.3,6.5,1.7,1.2,1.7,0.3028,0.1655,0.5765,19.34,74.6,74.7,11.37,1.01397,35,2022,12,28,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Kristaps Porzingis,35,30,13,2,1,4.0,0.692,0.5,0.841,27.8,8.7,5,0.818,127.0,85.0,27.0,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,6.3,1.4,1.3,1.9,0.332,0.1655,0.5660000000000001,18.68,75.7,72.1,11.669999999999998,1.20909,36,2022,12,30,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Kristaps Porzingis,29,22,5,0,2,2.0,0.563,0.0,0.619,27.3,1.8,2,1.0,116.0,89.0,16.5,38,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,6.5,1.3,1.3,1.6,0.3247,0.1655,0.5660000000000001,17.96,76.9,70.6,11.96,1.04193,37,2023,1,1,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Kristaps Porzingis,35,22,9,4,1,1.0,0.538,0.4,0.703,21.8,3.9,3,1.0,127.0,120.0,18.3,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,7.4,1.7,1.4,1.9,0.3785,0.2055,0.666,20.140000000000004,89.6,82.6,13.79,1.10941,38,2023,1,3,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Kristaps Porzingis,25,14,10,0,0,0.0,0.273,0.0,0.455,31.0,-9.8,3,0.8,91.0,126.0,7.9,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,7.7,1.5,1.0,2.0,0.3637,0.2055,0.671,20.26,89.8,85.4,13.220000000000002,1.22434,39,2023,1,6,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Kristaps Porzingis,34,23,10,1,0,0.0,0.5,0.6,0.648,24.1,2.2,1,1.0,129.0,131.0,18.9,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,7.6,1.1,0.8,1.9,0.3747999999999999,0.2433,0.6996,20.12,91.7,87.3,13.24,1.19431,40,2023,1,9,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Kristaps Porzingis,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,7.6,1.1,0.8,1.9,0.3747999999999999,0.2433,0.6996,20.12,91.7,87.3,13.24,1.11676,41,2023,1,11,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Kristaps Porzingis,35,21,4,1,0,0.0,0.316,0.5,0.485,29.5,-4.4,2,0.833,97.0,120.0,8.4,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,8.0,1.2,0.8,2.1,0.4064,0.2933,0.7829,23.07,101.4,99.3,14.080000000000002,1.08837,42,2023,1,13,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
