Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Bradley Beal,2024-11-18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,1,1,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.9,0.8,0.7,0.2804,0.2239,0.3278,12.669999999999998,71.2,68.4,8.51,0.908011
Bradley Beal,2024-11-20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,1,1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.5,0.7,0.7,0.2419,0.1863999999999999,0.2778,10.88,59.7,58.9,7.139999999999999,1.08844
Bradley Beal,2024-11-26,27,23,2,2,0,1.0,0.667,0.5,0.767,28.1,3.5,3,0.0,118.0,104.0,15.0,17,1,1,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.4,0.5,0.8,0.2386,0.1763999999999999,0.2778,12.11,57.7,57.7,7.08,1.24099
Bradley Beal,2024-11-27,27,17,3,0,0,0.0,0.571,0.5,0.607,26.6,-9.3,2,0.0,94.0,131.0,8.5,18,1,1,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1,0.3,0.9,0.2624,0.2013999999999999,0.2778,13.37,57.6,59.3,7.35,1.16888
Bradley Beal,2024-11-30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,1,1,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.3,0.8,0.2271,0.1871,0.1778,10.95,47.6,46.2,6.609999999999999,1.00322
Bradley Beal,2024-12-03,31,10,9,4,1,0.0,0.375,0.333,0.512,19.6,-4.5,3,0.75,88.0,90.0,7.9,20,1,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7,1.0,0.3,1.0,0.2145999999999999,0.1903999999999999,0.175,10.33,43.9,44.1,5.13,1.23274
Bradley Beal,2024-12-05,34,24,4,4,2,0.0,0.556,0.286,0.636,31.9,-7.8,7,1.0,94.0,122.0,13.6,21,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.0,0.3,1.5,0.2169,0.1619,0.175,10.62,39.4,44.7,4.5,1.11926
Bradley Beal,2024-12-07,34,15,5,4,0,0.0,0.278,0.0,0.363,29.6,-16.3,2,0.833,93.0,136.0,5.9,22,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.4,0.3,1.7,0.2447,0.1619,0.2583,13.580000000000002,48.7,58.3,5.09,0.952381
Bradley Beal,2024-12-08,35,18,4,2,1,2.0,0.667,0.5,0.699,21.7,-3.7,5,0.5,95.0,114.0,10.0,23,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.6,0.4,2.2,0.3114,0.2118999999999999,0.3083,15.75,58.2,69.7,6.09,1.03108
Bradley Beal,2024-12-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,0,1,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7,1.6,0.4,2.2,0.3114,0.2118999999999999,0.3083,15.75,58.2,69.7,6.09,1.38388
Bradley Beal,2024-12-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25,1,1,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.7,1.6,0.4,2.2,0.3114,0.2118999999999999,0.3083,15.75,58.2,69.7,6.09,1.20995
Bradley Beal,2024-12-19,31,16,2,0,0,1.0,0.667,0.5,0.81,17.8,-3.0,3,1.0,112.0,124.0,10.0,26,1,0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.6,0.4,2.5,0.3781,0.2618999999999999,0.4083,17.53,69.4,82.1,7.090000000000001,0.99367
Bradley Beal,2024-12-21,38,26,6,5,0,0.0,0.55,0.5,0.623,26.6,-4.2,2,0.5,121.0,138.0,18.9,27,1,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.9,0.4,2.4,0.3664,0.2618999999999999,0.4583,17.38,69.7,85.5,7.479999999999999,1.14402
Bradley Beal,2024-12-23,35,23,0,2,1,0.0,0.529,0.714,0.676,25.2,2.2,2,0.0,113.0,130.0,14.7,28,0,1,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.1,0.5,2.4,0.3622,0.2833,0.4583,17.240000000000002,71.6,85.4,8.1,1.05252
Bradley Beal,2024-12-25,38,27,2,4,4,1.0,0.524,0.429,0.593,30.5,3.5,3,0.5,108.0,107.0,19.8,29,1,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.5,0.9,2.7,0.4146000000000001,0.3262,0.5083,20.29,82.4,96.1,10.08,0.935794
Bradley Beal,2024-12-27,38,11,3,4,2,1.0,0.278,0.2,0.306,25.8,-11.7,4,0.0,66.0,109.0,2.4,30,1,1,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.5,1.0,2.8,0.4049,0.3128999999999999,0.4333,20.91,80.2,98.0,9.53,1.11465
Bradley Beal,2024-12-28,40,28,5,2,1,2.0,0.5,0.364,0.583,25.1,5.2,0,0.0,128.0,116.0,20.5,31,0,1,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.3,0.9,2.1,0.3993,0.3207,0.3333,20.23,83.6,97.4,10.22,1.02706
Bradley Beal,2024-12-31,12,3,1,2,1,0.0,0.2,0.0,0.255,22.9,-11.1,1,0.5,61.0,110.0,0.8,32,1,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.1,1.0,2.0,0.3915,0.3207,0.3,19.56,80.4,94.8,9.71,1.17289
Bradley Beal,2025-01-04,33,8,3,3,1,1.0,0.25,0.667,0.333,18.9,-11.0,1,0.0,81.0,134.0,4.1,33,0,1,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,1.0,1.6,0.3498,0.3374,0.25,19.28,79.0,96.8,9.12,1.18206
Bradley Beal,2025-01-06,30,25,3,5,1,1.0,0.667,0.5,0.787,25.3,15.6,0,1.0,154.0,106.0,24.2,34,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.7,1.1,1.6,0.4165,0.3873999999999999,0.35,21.81,94.4,107.4,11.54,0.881491
Bradley Beal,2025-01-07,31,10,0,5,0,0.0,0.385,0.0,0.385,19.5,-7.8,1,0.0,84.0,125.0,4.6,35,0,1,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.2,1.1,1.7,0.4549999999999999,0.3873999999999999,0.35,23.76,102.8,119.9,11.999999999999998,1.11854
Bradley Beal,2025-01-09,33,25,7,2,3,1.0,0.688,0.4,0.741,26.8,4.1,3,0.5,126.0,114.0,21.2,36,1,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.4,1.4,1.7,0.4570999999999999,0.3774,0.3,24.66,104.2,118.9,13.12,1.29049
Bradley Beal,2025-01-11,31,12,2,3,0,0.0,0.4,0.2,0.51,17.2,-7.3,0,0.75,123.0,125.0,7.7,37,1,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.6,3.2,1.4,1.5,0.4421,0.3474,0.325,23.72,104.4,117.6,12.0,0.988787
Bradley Beal,2025-01-12,35,15,3,6,0,2.0,0.417,0.5,0.545,18.6,-1.3,1,0.75,118.0,120.0,12.9,38,1,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3.6,1.3,1.4,0.4309,0.3259999999999999,0.4,23.06,104.9,116.6,11.82,0.99142
Bradley Beal,2025-01-14,28,11,4,3,1,0.0,0.333,0.25,0.473,19.9,-7.1,1,0.667,100.0,123.0,8.0,39,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.5,1.0,1.2,0.4118,0.3081,0.4166999999999999,22.0,104.1,118.2,10.64,1.27329
Bradley Beal,2025-01-16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40,0,1,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,3.1,0.8,0.8,0.384,0.2881,0.4166999999999999,19.42,97.5,107.3,10.4,1.17734
Bradley Beal,2025-01-18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,0,1,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.9,0.7,0.8,0.3339999999999999,0.2517,0.4166999999999999,16.910000000000004,84.7,95.7,8.35,1.04274
