Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_BRK,TM_DAL,OPP_ATL,OPP_BOS,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Kyrie Irving,2022-11-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.9,3.6,0.9,1.7,0.3154,0.1856,0.5575,21.130000000000003,79.2,83.4,14.970000000000002,1.08508
Kyrie Irving,2022-11-09,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.8,2.9,0.9,1.5,0.2695999999999999,0.1471,0.4575,18.07,66.8,71.5,12.94,0.984927
Kyrie Irving,2022-11-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,3.0,2.4,0.7,1.2,0.2112999999999999,0.1137999999999999,0.37,14.61,53.7,58.4,9.81,0.983327
Kyrie Irving,2022-11-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,2.1,2.3,0.6,1.1,0.1684,0.1137999999999999,0.2799999999999999,11.74,43.2,47.8,8.08,1.18621
Kyrie Irving,2022-11-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.7,1.4,1.9,0.3,0.8,0.1232,0.0781,0.18,7.87,31.1,36.3,5.0600000000000005,1.07164
Kyrie Irving,2022-11-17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.2,1.2,1.3,0.3,0.6,0.0641,0.0364,0.1,4.76,17.7,21.8,2.38,1.09767
Kyrie Irving,2022-11-20,26,14,5,0,1,1.0,0.417,0.4,0.543,28.9,-11.5,4,1.0,77.0,106.0,5.6,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.1,0.7,0.1,0.7,0.0583999999999999,0.04,0.1,5.08,13.2,22.2,0.48,1.0465
Kyrie Irving,2022-11-22,31,23,2,2,1,2.0,0.556,0.25,0.624,31.9,1.6,2,1.0,106.0,126.0,16.8,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.7,0.2,0.2,0.6,0.0973,0.065,0.2,6.08,18.3,23.2,2.24,1.05362
Kyrie Irving,2022-11-23,28,29,1,3,0,0.0,0.688,0.625,0.859,29.2,11.3,1,1.0,153.0,116.0,22.4,19,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.6,0.8,0.5,0.2,0.7,0.1661,0.1275,0.3,9.0,33.6,34.8,4.48,1.0942
Kyrie Irving,2022-11-25,38,20,4,4,0,0.0,0.471,0.333,0.573,21.0,-2.7,1,1.0,113.0,127.0,12.7,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,1.2,0.9,0.2,0.8,0.2131999999999999,0.1608,0.4,11.1,44.9,47.5,5.75,1.12925
Kyrie Irving,2022-11-27,38,22,5,6,0,0.0,0.471,0.4,0.6,24.9,3.3,0,0.667,131.0,114.0,17.8,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.8,1.7,1.5,0.2,0.8,0.2603,0.2008,0.4667,13.59,58.0,58.9,7.529999999999999,1.13895
Kyrie Irving,2022-11-28,39,20,2,3,0,1.0,0.529,0.4,0.588,25.2,-6.3,4,0.0,100.0,112.0,9.1,22,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,1.9,1.8,0.2,1.2,0.3132,0.2408,0.4667,16.11,68.0,70.1,8.440000000000001,1.332
Kyrie Irving,2022-11-30,38,27,1,5,1,2.0,0.429,0.333,0.551,31.9,2.4,2,0.875,108.0,112.0,18.5,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,2.0,2.3,0.3,1.4,0.3560999999999999,0.2741,0.5542,19.3,78.8,81.3,10.29,1.20508
Kyrie Irving,2022-12-02,39,27,5,5,2,0.0,0.588,0.4,0.672,26.9,5.1,4,0.714,118.0,105.0,20.5,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.2,2.5,2.8,0.5,1.8,0.4149,0.3141,0.6256,21.99,90.6,91.8,12.34,1.16464
Kyrie Irving,2022-12-04,40,18,8,5,0,1.0,0.333,0.2,0.403,27.1,-0.9,2,1.0,92.0,113.0,11.1,25,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.3,3.3,0.5,2.0,0.4482,0.3341,0.7256,24.7,99.8,103.1,13.45,1.05332
Kyrie Irving,2022-12-07,34,33,5,9,0,4.0,0.583,0.143,0.641,36.3,13.0,1,1.0,133.0,115.0,31.4,26,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,3.8,4.2,0.5,2.1,0.5065,0.3484,0.8256,28.33,113.1,114.6,16.59,1.16638
Kyrie Irving,2022-12-09,39,33,11,3,0,0.0,0.524,0.556,0.698,31.9,0.6,6,1.0,119.0,118.0,23.3,27,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,4.4,4.5,0.4,2.3,0.5172,0.364,0.8256,28.629999999999995,117.3,115.8,18.36,1.17831
Kyrie Irving,2022-12-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,4.2,4.3,0.3,2.1,0.4615999999999999,0.339,0.7256,25.44,106.7,103.2,16.68,1.20407
Kyrie Irving,2022-12-12,36,24,6,5,1,2.0,0.412,0.3,0.598,25.9,8.8,1,1.0,125.0,99.0,21.6,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.4,4.7,4.5,0.4,2.1,0.434,0.3065,0.7256,25.11,103.9,101.5,16.6,1.11971
Kyrie Irving,2022-12-16,35,32,3,5,0,0.0,0.591,0.333,0.686,33.1,5.6,1,1.0,137.0,127.0,24.0,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.6,4.6,4.6,0.4,2.1,0.4459999999999999,0.3065,0.7256,26.32,106.3,101.5,17.73,1.19619
Kyrie Irving,2022-12-18,34,38,6,3,1,0.0,0.565,0.5,0.716,41.3,3.2,4,0.875,123.0,125.0,26.4,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,4.7,4.3,0.5,2.5,0.4554,0.3165,0.7464000000000001,27.96,105.5,102.6,18.59,1.17026
Kyrie Irving,2022-12-21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,4.5,4.0,0.5,2.1,0.4025,0.2765,0.7464000000000001,25.44,95.5,91.4,17.68,1.34437
Kyrie Irving,2022-12-23,35,18,9,6,0,0.0,0.333,0.429,0.466,26.7,-3.0,2,1.0,105.0,107.0,12.3,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,5.3,4.1,0.4,2.1,0.3928999999999999,0.2861,0.7589,24.92,95.2,90.9,17.06,1.13574
Kyrie Irving,2022-12-26,40,32,4,5,0,0.0,0.579,0.636,0.771,27.6,6.0,3,0.75,139.0,129.0,23.2,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,5.2,4.1,0.2,2.0,0.392,0.3097,0.7625,24.99,97.3,93.3,17.33,1.18118
Kyrie Irving,2022-12-28,37,28,5,8,0,0.0,0.5,0.455,0.624,30.6,7.2,2,1.0,125.0,117.0,21.3,35,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,4.9,4.4,0.2,2.0,0.4086999999999999,0.3352,0.7625,25.34,100.6,93.7,18.35,1.20787
Kyrie Irving,2022-12-31,33,28,6,4,1,0.0,0.579,0.444,0.704,30.9,5.4,2,1.0,126.0,107.0,21.9,36,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,5.0,3.9,0.3,2.1,0.4082999999999999,0.3653,0.7625,24.8,99.9,92.9,17.4,1.05731
Kyrie Irving,2023-01-02,29,27,8,0,1,1.0,0.786,0.8,0.907,23.9,11.0,1,0.5,163.0,98.0,24.3,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.7,4.7,3.6,0.4,1.6,0.4345,0.3897,0.7125,24.0,104.3,90.9,17.5,1.30452
Kyrie Irving,2023-01-04,38,25,4,8,2,1.0,0.417,0.125,0.485,31.9,3.1,2,1.0,103.0,118.0,19.7,38,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,5.1,4.4,0.6,1.8,0.4761999999999999,0.4022,0.8125,27.19,114.6,102.7,19.47,1.30322
Kyrie Irving,2023-01-06,38,19,5,6,0,1.0,0.318,0.3,0.415,29.5,-5.8,2,1.0,95.0,115.0,10.4,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,5.0,4.5,0.5,1.9,0.4667999999999999,0.4022,0.8125,27.55,111.6,104.3,18.35,1.06312
Kyrie Irving,2023-01-08,40,29,1,6,1,0.0,0.476,0.4,0.637,28.7,8.7,1,0.75,133.0,121.0,22.4,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,4.8,4.6,0.6,1.9,0.4553,0.4089,0.7875,27.110000000000003,111.2,103.7,18.19,0.957129
Kyrie Irving,2023-01-12,38,24,2,6,1,1.0,0.375,0.273,0.466,34.8,-2.0,2,0.75,93.0,122.0,13.3,41,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.4,4.9,0.6,1.7,0.4362999999999999,0.3862,0.775,26.46,108.2,103.4,16.880000000000003,1.13461
Kyrie Irving,2023-01-15,38,15,6,6,1,1.0,0.35,0.143,0.375,25.3,-3.9,3,0.0,86.0,117.0,8.9,42,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,5.0,5.5,0.7,2.0,0.4713,0.4004999999999999,0.775,28.99,116.8,115.1,17.770000000000003,1.07922
Kyrie Irving,2023-01-17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.7,4.1,4.9,0.7,1.8,0.438,0.3576,0.675,26.32,106.3,104.4,16.54,1.31099
Kyrie Irving,2023-01-19,39,30,7,7,4,2.0,0.407,0.25,0.506,36.4,6.7,1,1.0,105.0,105.0,25.3,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,4.4,5.1,1.1,1.6,0.4208,0.319,0.7,27.2,102.9,102.0,16.75,1.29817
Kyrie Irving,2023-01-20,39,48,11,6,4,0.0,0.621,0.533,0.759,41.1,24.4,1,0.667,150.0,106.0,44.6,45,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.5,5.0,4.9,1.5,1.5,0.4328999999999999,0.3268,0.6667,28.25,105.4,100.9,19.08,1.05411
Kyrie Irving,2023-01-22,41,38,7,9,0,0.0,0.545,0.714,0.732,29.5,12.5,1,1.0,156.0,122.0,34.0,46,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,5.1,5.4,1.4,1.4,0.4295,0.3538,0.6667,28.110000000000003,108.4,102.4,20.29,1.15707
Kyrie Irving,2023-01-25,38,30,2,10,2,0.0,0.6,0.4,0.756,29.0,7.1,4,0.909,143.0,143.0,27.5,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,4.5,6.4,1.5,1.7,0.4109,0.3137999999999999,0.7076,28.620000000000005,106.4,106.9,20.610000000000003,1.23481
Kyrie Irving,2023-01-26,38,40,5,6,2,2.0,0.519,0.5,0.665,35.3,13.6,4,0.857,127.0,125.0,30.6,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,4.6,6.2,1.5,1.9,0.4211,0.3513,0.6933,28.96,108.8,107.6,21.7,1.30208
Kyrie Irving,2023-01-28,41,32,6,9,2,0.0,0.444,0.417,0.54,37.5,0.5,3,0.5,117.0,126.0,23.0,49,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,4.7,6.5,1.7,2.0,0.4337,0.363,0.6433,29.76,111.0,108.7,22.96,1.08409
Kyrie Irving,2023-01-30,39,26,7,6,2,1.0,0.438,0.429,0.624,25.3,5.8,2,0.818,131.0,103.0,22.6,50,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,5.3,6.5,1.8,2.1,0.4298999999999999,0.3659,0.6500999999999999,29.42,110.8,106.9,22.98,1.12095
Kyrie Irving,2023-02-01,31,20,4,4,0,1.0,0.5,0.143,0.542,32.9,-3.6,3,1.0,94.0,149.0,11.9,51,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,5.5,6.3,1.7,2.2,0.4423999999999999,0.3529,0.6750999999999999,29.23,110.9,109.6,22.84,1.08508
