Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_CLE,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Evan Mobley,35,23,16,1,4,1.0,0.909,1.0,0.871,23.8,11.9,4,0.4,127.0,91.0,25.1,11,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,8.5,2.7,1.0,2.1,0.5554,0.3333,0.7014,25.42,114.1,106.3,15.02,0.999306,10,2024,11,9,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Evan Mobley,31,15,11,2,0,0.0,0.6,0.0,0.663,18.8,-2.7,3,1.0,121.0,115.0,14.1,12,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,9.0,2.6,0.6,2.0,0.5654,0.2666,0.7014,24.87,116.4,108.8,14.9,1.05031,11,2024,11,11,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Evan Mobley,34,14,7,1,1,0.0,0.5,0.0,0.658,19.9,-5.6,4,1.0,106.0,114.0,10.2,13,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.7,8.4,2.3,0.7,2.2,0.5846,0.2666,0.7300000000000001,24.62,117.3,109.6,14.96,1.09078,12,2024,11,13,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Evan Mobley,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.6,2.2,0.7,2.1,0.5263,0.1666,0.6300000000000001,22.87,104.8,99.0,13.56,1.1529,13,2024,11,15,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Evan Mobley,34,23,11,0,0,1.0,0.75,0.667,0.863,22.1,3.0,4,1.0,125.0,112.0,17.8,15,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,8.2,2.2,0.7,2.2,0.5263,0.2333,0.6300000000000001,20.66,105.7,99.2,13.79,1.16803,14,2024,11,17,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Evan Mobley,38,22,11,6,1,1.0,0.615,0.333,0.724,21.4,9.8,3,1.0,140.0,126.0,24.3,16,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,8.1,2.5,0.7,2.2,0.5333,0.2332999999999999,0.6300000000000001,20.66,109.2,101.8,14.91,1.2,15,2024,11,19,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Evan Mobley,18,9,7,1,0,3.0,0.333,0.5,0.455,25.9,-4.4,1,1.0,112.0,100.0,8.6,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,8.1,2.1,0.7,2.2,0.5128,0.2833,0.7300000000000001,21.22,108.8,99.9,14.660000000000002,1.28249,16,2024,11,20,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Evan Mobley,33,14,11,4,1,1.0,0.545,0.0,0.589,17.3,2.3,2,1.0,123.0,103.0,14.5,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.8,8.7,2.2,0.8,2.4,0.5273,0.25,0.7633,20.46,110.4,98.8,14.73,1.04895,17,2024,11,24,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Evan Mobley,37,22,12,5,4,3.0,0.467,0.333,0.567,21.2,9.8,0,0.7,137.0,115.0,27.1,19,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,9.0,2.4,1.2,2.3,0.5302,0.2833,0.8,19.89,112.9,98.2,16.310000000000002,1.14134,18,2024,11,27,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Evan Mobley,37,24,12,3,1,0.0,0.588,0.0,0.64,22.7,7.7,1,1.0,133.0,114.0,22.6,20,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,9.8,2.3,1.2,2.2,0.5307,0.2833,0.8099999999999999,19.31,112.4,99.0,16.43,1.13152,19,2024,11,29,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Evan Mobley,35,9,10,4,1,3.0,0.308,0.0,0.324,23.5,-6.7,5,0.5,64.0,103.0,4.2,21,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,9.2,2.6,0.9,2.3,0.4705999999999999,0.1833,0.82,19.28,106.1,100.2,14.339999999999998,1.22551,20,2024,12,1,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Evan Mobley,31,19,10,2,0,2.0,0.5,0.5,0.612,24.4,2.1,2,0.75,114.0,84.0,15.6,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.6,9.1,2.6,0.9,2.2,0.4606,0.2333,0.795,19.84,105.4,97.1,14.49,1.20814,21,2024,12,3,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Evan Mobley,32,20,9,4,3,0.0,0.636,0.6,0.733,18.5,12.4,1,0.5,149.0,100.0,22.6,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,9.3,2.9,1.1,1.9,0.4742,0.2933,0.745,19.7,109.7,95.7,15.73,1.06679,22,2024,12,5,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Evan Mobley,34,41,10,2,1,3.0,0.696,0.75,0.828,36.5,19.8,3,0.75,145.0,105.0,35.0,24,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,10.3,3.1,1.2,2.2,0.5438000000000001,0.3683,0.82,23.35,124.2,106.2,19.23,1.3231,23,2024,12,7,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Evan Mobley,12,4,3,0,1,0.0,0.5,0.0,0.5,19.8,-5.4,1,0.0,72.0,115.0,2.9,25,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,9.5,3.1,1.3,1.9,0.5188,0.3016,0.72,23.12,118.9,106.5,17.740000000000002,1.15145,24,2024,12,8,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Evan Mobley,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.2,8.4,2.5,1.2,1.6,0.4573,0.2683,0.62,20.98,104.9,93.9,15.310000000000002,1.23226,25,2024,12,13,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Evan Mobley,23,21,5,2,1,0.0,0.778,1.0,0.902,25.7,8.4,2,1.0,157.0,104.0,18.6,27,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,8.2,2.6,1.3,1.7,0.5018,0.3183,0.62,20.96,109.4,94.3,16.31,1.22172,26,2024,12,16,0,-2.4492935982947064e-16,1.0,0.0,1.0
Evan Mobley,27,15,7,4,0,0.0,0.6,0.0,0.663,20.4,2.0,2,1.0,130.0,101.0,13.3,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,7.8,2.6,1.2,1.7,0.5073000000000001,0.3183,0.62,21.270000000000003,110.1,94.1,16.19,0.81407,27,2024,12,20,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Evan Mobley,30,22,13,7,2,1.0,0.714,0.5,0.679,25.0,17.9,1,0.2,149.0,92.0,25.9,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.5,7.9,2.8,1.0,1.8,0.532,0.335,0.57,21.65,111.3,91.8,16.07,1.04519,28,2024,12,21,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Evan Mobley,34,22,10,4,1,3.0,0.529,0.6,0.615,25.7,6.6,2,0.5,119.0,109.0,20.2,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.3,7.7,2.9,1.0,1.9,0.5261,0.395,0.5199999999999999,21.95,109.9,91.3,15.830000000000002,0.918081,29,2024,12,23,0,-2.4492935982947064e-16,1.0,0.0,1.0
Evan Mobley,31,26,5,6,0,1.0,0.692,0.667,0.831,22.0,9.2,1,0.667,163.0,133.0,23.9,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.2,3.1,0.9,1.5,0.5645,0.4617,0.5367,21.8,119.8,94.3,17.8,1.17146,30,2024,12,27,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Evan Mobley,25,7,7,1,1,2.0,0.333,0.25,0.509,21.5,-9.4,6,1.0,60.0,86.0,1.2,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,6.9,3.0,1.0,1.9,0.5478,0.4367,0.5617,21.51,114.4,94.5,16.36,1.03207,31,2024,12,30,0,-2.4492935982947064e-16,1.0,0.0,1.0
Evan Mobley,32,20,6,1,1,1.0,0.571,0.5,0.672,23.0,2.4,2,1.0,117.0,109.0,15.6,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,6.6,2.7,0.8,2.0,0.5413,0.4267,0.6117,21.96,111.2,95.4,15.66,1.20912,32,2024,12,31,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Evan Mobley,30,34,10,4,0,2.0,0.667,0.5,0.747,32.2,16.6,0,0.75,154.0,115.0,31.3,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,6.6,2.9,0.7,1.7,0.5384,0.4017,0.6117,21.53,112.1,96.4,15.29,1.06525,33,2025,1,3,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Evan Mobley,31,17,5,1,1,2.0,0.462,0.167,0.559,22.3,1.6,1,0.8,111.0,104.0,13.5,35,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,6.8,3.0,0.7,1.7,0.5346,0.4184,0.6917,21.78,116.0,95.3,16.35,0.9635,34,2025,1,5,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Evan Mobley,35,21,10,7,1,1.0,0.615,0.0,0.653,22.3,8.3,3,0.714,128.0,118.0,20.9,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,7.8,3.7,0.8,2.0,0.5961,0.4184,0.7631,24.01,128.8,107.1,18.44,0.917363,35,2025,1,8,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Evan Mobley,32,21,11,6,1,0.0,0.636,0.6,0.77,21.0,10.4,2,0.667,155.0,130.0,23.0,37,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.5,8.4,4.1,0.8,2.0,0.5819,0.3784,0.7298,23.54,128.6,109.7,18.880000000000003,1.16895,36,2025,1,9,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Evan Mobley,31,16,12,1,0,1.0,0.6,0.5,0.707,17.0,6.9,0,1.0,138.0,105.0,16.0,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,8.9,3.8,0.8,1.8,0.5818999999999999,0.4284,0.7298,23.2,129.4,110.1,19.15,0.968718,37,2025,1,12,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Evan Mobley,33,22,13,1,0,1.0,0.667,0.75,0.775,19.0,7.1,1,0.6,152.0,114.0,21.1,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,8.9,3.2,0.6,1.8,0.5772,0.4533999999999999,0.7698,22.6,129.7,112.3,18.67,0.920336,38,2025,1,14,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Evan Mobley,18,5,3,1,0,1.0,0.286,0.0,0.336,20.6,-11.2,2,1.0,67.0,126.0,1.6,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,8.2,2.9,0.5,1.8,0.5529,0.3934,0.8198000000000001,22.09,124.5,114.0,16.81,1.00965,39,2025,1,16,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Evan Mobley,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,7.7,2.3,0.5,1.7,0.4836999999999999,0.3267,0.7531,19.89,108.2,100.7,14.419999999999998,1.0836,40,2025,1,18,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Evan Mobley,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.6,7.0,2.2,0.4,1.1,0.4503999999999999,0.3016999999999999,0.6531,17.740000000000002,102.2,92.1,14.3,1.16852,41,2025,1,20,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Evan Mobley,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.4,2.1,0.3,0.9,0.3933,0.2517,0.5530999999999999,15.44,90.5,81.2,12.74,1.02527,42,2025,1,22,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Evan Mobley,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.2,5.4,1.7,0.3,0.9,0.3266,0.2017,0.4780999999999999,12.22,75.1,69.7,9.61,1.4496,43,2025,1,24,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Evan Mobley,29,7,8,1,0,2.0,0.375,0.0,0.359,17.2,-10.2,2,0.25,72.0,131.0,3.5,45,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,5.7,1.7,0.2,1.0,0.3178999999999999,0.185,0.4231,11.71,71.2,72.4,8.61,1.07183,44,2025,1,25,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Evan Mobley,28,11,14,3,2,2.0,0.444,0.0,0.491,17.3,11.2,0,0.6,131.0,82.0,17.2,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,6.1,1.3,0.3,0.7,0.3008,0.185,0.4117,11.21,71.5,68.8,8.24,1.13963,45,2025,1,27,0,0.49999999999999994,0.8660254037844387,0.0,1.0
