Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_POR,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Damian Lillard,2022-11-12,38,29,7,12,1,0.0,0.375,0.286,0.618,33.8,8.4,5,0.882,127.0,125.0,26.3,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2.4,3.5,0.3,2.0,0.2294999999999999,0.2096,0.4145999999999999,15.47,62.8,59.8,9.98,1.10527
Damian Lillard,2022-11-15,40,22,2,11,0,1.0,0.4,0.222,0.495,30.2,-3.2,4,0.8,110.0,117.0,15.0,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.8,2.0,3.8,0.2,2.3,0.207,0.1747,0.4070999999999999,15.779999999999998,57.0,59.8,8.440000000000001,1.25939
Damian Lillard,2022-11-17,38,25,3,11,1,0.0,0.333,0.25,0.469,32.1,4.9,2,1.0,106.0,112.0,18.6,15,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2.1,4.7,0.2,2.1,0.1941,0.1633,0.4070999999999999,15.71,56.1,58.2,8.87,1.36273
Damian Lillard,2022-11-19,27,13,2,7,0,0.0,0.143,0.083,0.362,32.2,-12.4,2,0.889,92.0,128.0,6.3,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.4,2.3,5.4,0.2,2.3,0.2084,0.1716,0.496,18.93,65.3,71.0,9.499999999999998,1.22186
Damian Lillard,2022-11-21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,2.3,5.4,0.2,2.3,0.2084,0.1716,0.496,18.93,65.3,71.0,9.499999999999998,1.06114
Damian Lillard,2022-11-23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,2.3,5.4,0.2,2.3,0.2084,0.1716,0.496,18.93,65.3,71.0,9.499999999999998,1.02
Damian Lillard,2022-11-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,2.3,5.4,0.2,2.3,0.2084,0.1716,0.496,18.93,65.3,71.0,9.499999999999998,1.11371
Damian Lillard,2022-11-27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2.0,4.8,0.2,1.9,0.1751,0.1341,0.4070999999999999,16.130000000000003,54.4,59.0,8.29,1.18628
Damian Lillard,2022-11-29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,1.4,4.1,0.2,1.3,0.1251,0.0841,0.3571,12.830000000000002,43.5,48.2,6.619999999999999,0.916905
Damian Lillard,2022-11-30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,1.4,4.1,0.2,1.3,0.1251,0.0841,0.3571,12.830000000000002,43.5,48.2,6.619999999999999,1.08247
Damian Lillard,2022-12-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.7,2.9,0.1,0.8,0.0876,0.0554999999999999,0.2689,9.45,30.8,35.7,3.99,1.00741
Damian Lillard,2022-12-04,32,21,4,6,1,1.0,0.438,0.5,0.622,28.3,0.7,4,1.0,109.0,104.0,14.1,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.9,2.4,0.2,0.8,0.0914,0.0833,0.2889,9.26,30.7,34.4,3.9,1.17672
Damian Lillard,2022-12-08,38,40,4,12,2,0.0,0.545,0.529,0.797,30.3,25.0,1,1.0,169.0,126.0,39.6,25,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,1.0,2.5,0.3,0.7,0.1125999999999999,0.1112,0.2889,9.080000000000002,37.0,35.8,5.999999999999999,1.15986
Damian Lillard,2022-12-10,41,36,3,8,2,0.0,0.409,0.273,0.629,35.3,4.8,5,1.0,128.0,118.0,27.3,26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,1.1,2.6,0.5,1.0,0.1392,0.1302,0.3,9.39,40.6,34.8,8.1,1.06535
Damian Lillard,2022-12-12,29,38,2,3,0,0.0,0.619,0.647,0.886,35.8,15.6,4,1.0,134.0,113.0,26.8,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.3,2.9,0.5,1.4,0.2011,0.1949,0.4,12.97,54.0,46.1,10.78,1.21153
Damian Lillard,2022-12-14,36,37,5,8,2,0.0,0.609,0.5,0.775,36.2,10.6,5,1.0,133.0,110.0,30.2,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.2,1.8,3.7,0.7,1.9,0.262,0.2448999999999999,0.5,16.59,67.3,57.1,13.8,1.1174
Damian Lillard,2022-12-16,24,24,1,3,0,0.0,0.429,0.375,0.652,35.9,4.7,2,0.9,126.0,134.0,15.8,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,1.9,4.0,0.7,2.1,0.3049,0.2824,0.5900000000000001,20.18,79.9,70.5,15.38,1.13898
Damian Lillard,2022-12-17,33,25,3,10,2,0.0,0.35,0.385,0.531,34.2,12.2,1,0.75,125.0,102.0,21.1,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,2.2,5.0,0.9,2.2,0.3399,0.3209,0.665,23.6,92.4,80.7,17.490000000000002,1.12121
Damian Lillard,2022-12-19,39,28,3,6,1,0.0,0.529,0.5,0.746,24.7,4.6,4,1.0,133.0,127.0,20.2,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,2.5,5.6,1.0,2.6,0.3928,0.3709,0.765,26.07,105.7,93.4,19.51,1.01254
Damian Lillard,2022-12-21,36,16,2,8,2,0.0,0.316,0.182,0.402,31.2,-6.7,4,1.0,89.0,111.0,8.5,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,2.7,6.4,1.2,3.0,0.4244,0.3891,0.865,29.19,114.6,104.5,20.36,1.17163
Damian Lillard,2022-12-23,39,34,7,8,0,0.0,0.455,0.364,0.644,29.5,14.2,0,1.0,149.0,128.0,30.3,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,3.4,7.2,1.2,3.0,0.4699,0.4255,0.965,32.14,129.5,117.3,23.39,0.888455
Damian Lillard,2022-12-26,38,17,3,9,0,2.0,0.278,0.1,0.412,28.7,-9.3,5,1.0,94.0,118.0,9.6,34,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,3.3,7.5,1.1,3.1,0.4539000000000001,0.3855,0.965,32.18,128.0,118.7,22.94,1.2093
Damian Lillard,2022-12-30,42,34,8,5,0,1.0,0.414,0.267,0.53,34.7,1.9,3,0.857,118.0,126.0,20.9,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,3.7,6.8,0.9,3.3,0.4408,0.3593,0.9507,32.62,122.9,118.7,21.07,1.02798
Damian Lillard,2023-01-02,29,19,5,10,4,2.0,0.5,0.5,0.62,24.5,14.5,2,0.667,129.0,87.0,22.7,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,3.9,7.0,1.1,3.0,0.4499000000000001,0.382,0.9174,31.540000000000003,123.0,115.6,20.61,1.0264
Damian Lillard,2023-01-04,41,27,4,6,0,0.0,0.389,0.222,0.549,28.7,0.2,2,0.733,122.0,126.0,18.2,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,4.1,7.3,1.1,2.8,0.4269,0.3395,0.8907,30.83,121.8,116.9,19.75,1.11937
Damian Lillard,2023-01-06,36,19,2,8,0,0.0,0.292,0.125,0.363,31.7,-5.5,2,0.8,85.0,108.0,7.6,38,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,3.8,7.3,0.9,2.5,0.3952,0.302,0.8707,30.380000000000003,117.0,116.7,17.490000000000002,1.21241
Damian Lillard,2023-01-08,41,34,4,8,2,1.0,0.478,0.429,0.601,36.4,7.0,7,0.75,109.0,118.0,23.2,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.3,4.1,7.8,1.1,3.0,0.4001,0.3074,0.8557,30.43,115.3,115.1,18.23,1.1791
Damian Lillard,2023-01-10,39,30,4,5,1,0.0,0.48,0.167,0.561,33.2,2.8,3,1.0,114.0,118.0,20.4,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,4.2,7.3,1.0,3.2,0.4131,0.2855999999999999,0.8807,30.33,114.2,116.7,18.16,1.31911
Damian Lillard,2023-01-12,40,50,2,3,1,0.0,0.571,0.385,0.723,39.8,15.9,1,0.867,144.0,123.0,38.3,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.1,7.0,1.0,2.9,0.4173,0.2741,0.8674,31.84,115.3,116.3,19.97,1.13185
Damian Lillard,2023-01-14,29,36,5,10,0,0.0,0.55,0.364,0.738,39.0,13.8,1,1.0,163.0,130.0,33.1,42,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.4,7.2,0.8,2.6,0.4407,0.2923,0.8674,32.620000000000005,122.7,118.2,22.43,0.954753
Damian Lillard,2023-01-15,37,40,3,6,1,0.0,0.588,0.444,0.832,29.5,13.9,1,1.0,173.0,128.0,36.8,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,4.0,7.0,0.9,2.7,0.454,0.3003,0.8674,32.620000000000005,125.1,118.2,23.08,1.35678
Damian Lillard,2023-01-17,34,44,3,8,0,0.0,0.6,0.5,0.841,36.7,23.1,2,1.0,163.0,128.0,37.7,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,4.0,6.9,0.9,2.4,0.4862,0.3403,0.8674,33.42,132.0,119.2,25.89,1.13074
Damian Lillard,2023-01-19,40,25,6,11,2,2.0,0.286,0.231,0.492,33.5,10.1,6,1.0,99.0,103.0,19.6,45,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,3.8,7.5,1.1,2.7,0.4734,0.3367,0.8817,33.3,130.1,116.9,25.76,1.10748
Damian Lillard,2023-01-22,40,24,6,10,0,0.0,0.294,0.231,0.528,26.4,1.9,1,0.846,127.0,129.0,20.7,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9,3.9,7.5,0.7,2.6,0.4528,0.3097999999999999,0.8996000000000001,33.489999999999995,129.9,121.1,25.56,1.0829
Damian Lillard,2023-01-23,31,37,1,12,1,0.0,0.632,0.636,0.855,34.8,15.7,3,1.0,163.0,132.0,34.4,47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.9,3.6,8.1,0.8,2.7,0.4770999999999999,0.3512,0.9263,34.1,134.0,121.7,27.18,1.46246
Damian Lillard,2023-01-25,40,60,7,8,3,0.0,0.724,0.6,0.898,42.5,25.5,4,0.9,162.0,121.0,54.0,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,4.1,8.1,1.1,2.9,0.5203,0.3987,0.9363,35.18,141.7,123.0,31.820000000000004,0.969121
Damian Lillard,2023-01-28,37,30,4,3,0,0.0,0.5,0.222,0.626,37.4,-3.3,4,0.889,111.0,142.0,17.7,49,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.6,4.1,7.6,0.9,2.6,0.5225,0.378,0.9502,35.279999999999994,141.9,125.4,31.27,1.2107
Damian Lillard,2023-01-30,38,42,2,6,0,0.0,0.476,0.417,0.737,36.3,8.5,0,1.0,159.0,141.0,35.3,50,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8,3.9,7.7,0.8,2.3,0.5221,0.403,0.9502,35.59,146.4,127.7,32.760000000000005,1.22746
Damian Lillard,2023-02-01,40,42,8,10,0,1.0,0.5,0.385,0.723,33.4,17.9,2,0.938,151.0,114.0,38.3,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.5,8.4,0.7,2.4,0.5149999999999999,0.403,0.9573,34.95,147.1,126.8,32.76,1.05583
