Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Damian Lillard,2024-12-04,34,25,4,5,1,0.0,0.571,0.556,0.772,26.7,4.7,5,0.8,115.0,117.0,18.3,21,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,3.4,6.9,0.7,2.5,0.3727,0.309,0.7565999999999999,23.23,100.1,91.6,17.06,1.01094
Damian Lillard,2024-12-06,40,31,5,4,1,0.0,0.48,0.333,0.589,29.3,8.5,1,1.0,127.0,121.0,21.8,22,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,3.9,7.3,0.8,2.6,0.4206999999999999,0.3423,0.8565999999999999,26.16,112.8,103.7,19.24,1.13515
Damian Lillard,2024-12-08,39,15,6,11,1,0.0,0.286,0.286,0.633,23.8,-4.0,7,0.818,108.0,124.0,13.6,23,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,4.5,8.4,0.9,3.3,0.4492999999999999,0.3709,0.9384,28.54,123.6,116.1,20.6,0.907372
Damian Lillard,2024-12-10,39,28,2,9,1,0.0,0.533,0.4,0.722,27.9,3.3,4,1.0,134.0,117.0,23.4,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,4.3,8.3,1.0,3.5,0.4692999999999999,0.4109,0.9527,28.43,127.1,117.1,21.62,1.06434
Damian Lillard,2024-12-14,37,25,6,7,3,0.0,0.381,0.357,0.539,29.4,5.6,2,0.8,107.0,98.0,19.6,25,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,4.4,8.0,1.3,3.3,0.4662,0.4266,0.9327,28.47,126.7,115.5,22.12,0.972644
Damian Lillard,2024-12-20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,3.9,6.7,1.2,2.9,0.4241,0.3891,0.8327,25.660000000000004,114.5,103.9,20.01,0.984525
Damian Lillard,2024-12-21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.3,3.5,6.3,1.1,2.8,0.3812,0.3558,0.7418,22.42,101.5,92.0,17.74,1.09326
Damian Lillard,2024-12-23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,3.2,5.1,1.0,2.4,0.3224,0.2943,0.6418,19.18,85.3,80.0,14.21,1.1834
Damian Lillard,2024-12-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,2.7,4.1,0.7,2.2,0.278,0.2387,0.5418000000000001,16.78,72.1,69.0,11.669999999999998,1.14049
Damian Lillard,2024-12-28,35,29,6,12,2,0.0,0.421,0.333,0.62,27.3,15.0,0,1.0,142.0,111.0,30.7,30,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,2.9,4.8,0.9,1.9,0.2672,0.2265,0.5418000000000001,16.44,73.3,68.8,12.739999999999998,1.31163
Damian Lillard,2024-12-31,36,9,4,5,2,0.0,0.214,0.333,0.321,20.1,-8.2,4,0.0,71.0,105.0,3.1,31,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,2.9,4.8,1.0,1.8,0.2314999999999999,0.2042,0.4618,15.78,68.9,67.6,11.22,1.14086
Damian Lillard,2025-01-02,40,23,3,7,1,0.0,0.3,0.308,0.489,27.2,-0.5,3,0.875,106.0,119.0,14.4,32,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2.7,5.1,1.0,2.0,0.2134999999999999,0.2017,0.4493,15.57,66.8,67.4,10.48,1.28284
Damian Lillard,2025-01-04,37,16,2,6,4,0.0,0.333,0.286,0.465,24.0,0.1,3,0.8,93.0,102.0,12.9,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,2.3,4.6,1.3,1.6,0.2182,0.2017,0.4474999999999999,15.589999999999998,65.3,65.2,10.41,1.14789
Damian Lillard,2025-01-06,26,25,5,3,0,0.0,0.583,0.625,0.829,27.4,7.9,1,0.857,155.0,106.0,21.6,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.7,2.6,4.0,1.2,1.3,0.2232,0.2242,0.4332,15.54,67.4,64.1,10.23,1.18271
Damian Lillard,2025-01-08,35,26,5,8,0,0.0,0.615,0.571,0.831,21.4,9.6,2,1.0,160.0,113.0,24.8,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.8,2.5,4.1,0.9,1.3,0.2466,0.2455999999999999,0.4532,14.74,72.7,65.6,10.750000000000002,1.0713
Damian Lillard,2025-01-10,40,29,4,7,3,0.0,0.429,0.429,0.581,33.0,3.4,4,0.889,114.0,111.0,21.4,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,2.9,4.8,1.2,1.7,0.2895,0.2885,0.5421,18.04,84.1,76.7,12.89,1.06804
Damian Lillard,2025-01-12,37,22,3,5,1,0.0,0.471,0.286,0.573,28.1,-6.0,6,0.8,95.0,143.0,11.5,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,3.2,5.3,1.3,2.3,0.3366,0.3171,0.6221,20.85,93.6,91.0,14.04,1.2146
Damian Lillard,2025-01-14,35,24,5,7,0,1.0,0.533,0.625,0.735,21.6,6.6,2,1.0,140.0,114.0,21.0,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.3,3.7,6.0,1.3,2.5,0.3899,0.3796,0.7221,23.01,107.6,102.4,16.14,1.16396
Damian Lillard,2025-01-15,30,30,5,4,4,0.0,0.684,1.0,0.772,32.6,13.3,3,1.0,130.0,84.0,26.8,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,4.2,6.4,1.7,2.8,0.4583,0.4795999999999999,0.8221,26.27,120.6,110.8,18.82,1.01149
Damian Lillard,2025-01-17,36,26,3,8,2,1.0,0.429,0.571,0.707,21.8,12.5,0,1.0,165.0,111.0,26.6,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,3.9,6.0,1.7,2.8,0.4591,0.5034,0.8221,25.72,122.9,110.8,18.410000000000004,1.0228
Damian Lillard,2025-01-19,40,25,5,4,1,0.0,0.412,0.364,0.623,27.0,-2.6,4,1.0,108.0,111.0,16.8,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,4.0,5.9,1.6,2.8,0.4789,0.5065000000000001,0.9221,26.410000000000004,126.6,111.4,19.78,1.17123
Damian Lillard,2025-01-23,36,29,10,11,2,0.0,0.429,0.357,0.613,29.3,14.5,1,1.0,139.0,92.0,29.6,42,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,4.7,6.3,1.7,2.6,0.4918,0.5114,0.9346,26.62,129.9,108.7,21.3,1.2107
Damian Lillard,2025-01-25,40,29,10,10,1,1.0,0.375,0.111,0.618,30.9,5.0,4,0.941,124.0,122.0,27.1,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,5.5,6.7,1.4,2.7,0.496,0.4939,0.9487,27.31,133.0,110.7,22.72,0.887722
Damian Lillard,2025-01-27,41,35,5,8,0,1.0,0.636,0.4,0.737,32.7,2.5,6,0.75,119.0,116.0,26.6,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.5,5.5,7.2,1.4,3.2,0.5013,0.4714,0.938,27.84,129.4,111.7,23.22,1.20919
Damian Lillard,2025-01-28,38,20,3,6,1,0.0,0.412,0.333,0.533,22.1,-1.6,0,1.0,123.0,132.0,16.6,45,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.9,5.3,7.0,1.5,3.0,0.481,0.4476,0.938,27.910000000000004,125.7,113.6,22.4,1.21602
Damian Lillard,2025-01-31,37,22,3,7,0,1.0,0.353,0.429,0.548,22.2,-0.5,1,1.0,128.0,147.0,17.6,46,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.2,5.2,7.0,1.2,2.7,0.4734000000000001,0.4476,0.9491000000000002,26.83,127.1,117.2,22.02,1.25613
Damian Lillard,2025-02-02,37,15,3,9,0,0.0,0.267,0.25,0.425,23.7,-9.5,3,0.833,98.0,135.0,9.1,47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,5.2,7.4,1.1,2.4,0.453,0.4439999999999999,0.9524,26.39,127.4,116.4,21.78,1.14533
Damian Lillard,2025-02-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,4.7,6.7,1.1,2.2,0.3997,0.3815,0.8523999999999999,24.23,113.4,105.0,19.68,1.00941
Damian Lillard,2025-02-05,31,29,4,12,2,0.0,0.5,0.333,0.66,38.5,13.4,2,0.889,142.0,108.0,28.4,49,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.6,7.5,0.9,2.1,0.3813,0.3148,0.8413,24.82,114.6,107.4,19.84,1.19677
Damian Lillard,2025-02-07,35,23,9,10,0,0.0,0.368,0.308,0.542,30.2,3.4,3,1.0,117.0,118.0,20.0,50,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,5.2,7.7,0.7,2.4,0.3752,0.2885,0.8413,25.660000000000004,109.8,108.1,19.18,1.1499
Damian Lillard,2025-02-09,44,43,7,8,2,0.0,0.519,0.533,0.715,29.7,10.6,4,1.0,142.0,124.0,35.4,51,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,5.4,8.1,0.8,2.4,0.3859,0.3054,0.8413,25.93,113.2,109.4,21.04,1.23854
Damian Lillard,2025-02-10,39,38,5,7,1,0.0,0.6,0.333,0.739,39.8,3.4,10,0.846,111.0,124.0,24.6,52,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,4.9,7.7,0.7,3.3,0.403,0.303,0.8259000000000001,26.98,110.4,112.6,20.54,1.0748
Damian Lillard,2025-02-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,3.9,6.7,0.6,2.9,0.3655,0.2919,0.7318,23.89,98.0,100.4,17.83,1.20897
Damian Lillard,2025-02-20,33,15,7,7,2,0.0,0.167,0.25,0.457,24.7,-1.7,2,0.9,108.0,107.0,12.8,54,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,4.1,6.6,0.8,2.5,0.3186,0.2769,0.7468,23.09,96.9,99.5,16.45,1.06691
Damian Lillard,2025-02-21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.5,3.8,6.0,0.7,2.5,0.2774,0.2435999999999999,0.6468,20.880000000000003,84.6,86.3,14.79,1.15967
