Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TRB_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
CJ McCollum,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,68,1,1,25.1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,1.8,0.4768,0.3329,0.6184000000000001,26.090000000000003,116.3,102.9,20.33,1.18587,67,2022,3,11,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
CJ McCollum,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69,1,1,22.1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.8,1.8,0.4288,0.3329,0.5327,22.910000000000004,103.8,90.6,17.729999999999997,1.09536,68,2022,3,13,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
CJ McCollum,32,21,5,9,1,0.0,0.529,0.5,0.587,29.9,0.5,5,0.0,106.0,135.0,15.3,70,1,0,20.4,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.7,1.9,0.4279,0.3128999999999999,0.4727,22.49,101.4,90.8,16.59,1.04042,69,2022,3,15,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
CJ McCollum,28,20,4,4,3,0.0,0.421,0.2,0.482,32.5,4.2,1,0.75,111.0,88.0,15.9,71,0,0,19.2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.2,0.9,1.8,0.4089,0.2996,0.475,22.78,98.5,88.7,15.6,1.14682,70,2022,3,18,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
CJ McCollum,39,25,4,8,1,0.0,0.346,0.333,0.436,31.0,0.2,2,0.833,105.0,112.0,15.4,72,0,0,19.5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.8,1.9,0.3902,0.2758,0.4583,23.84,94.3,90.7,14.94,1.03499,71,2022,3,20,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
CJ McCollum,34,27,0,6,1,0.0,0.526,0.429,0.65,30.8,5.3,4,1.0,120.0,116.0,17.7,73,0,0,20.5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.8,2.1,0.399,0.2901,0.4583,24.53,94.6,92.5,15.18,1.07289,72,2022,3,21,0,1.0,6.123233995736766e-17,0.0,1.0
CJ McCollum,33,25,3,6,1,0.0,0.5,0.167,0.563,32.2,1.5,2,0.8,120.0,117.0,19.1,74,1,0,20.6,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.8,2.2,0.3934,0.2735,0.4716,24.83,93.4,94.6,15.2,1.24954,73,2022,3,24,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
CJ McCollum,35,32,6,4,1,1.0,0.48,0.4,0.598,34.1,11.5,0,1.0,130.0,114.0,24.0,75,1,0,21.4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.6,0.8,2.1,0.394,0.2802,0.5048999999999999,26.07,93.3,93.1,15.47,0.897406,74,2022,3,26,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
CJ McCollum,38,18,4,6,1,0.0,0.438,0.4,0.507,22.0,-1.9,1,0.5,112.0,118.0,13.4,76,1,0,20.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.9,1.9,0.3759,0.2702,0.5216000000000001,24.880000000000003,90.9,91.7,14.070000000000002,1.20632,75,2022,3,27,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
CJ McCollum,37,25,3,4,0,0.0,0.563,0.5,0.64,27.8,-5.7,4,0.5,109.0,122.0,15.1,77,0,0,19.3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.7,0.9,1.9,0.3802999999999999,0.2929,0.5383,24.03,91.3,92.2,13.59,1.20694,76,2022,3,30,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
CJ McCollum,41,32,7,4,2,0.0,0.522,0.5,0.646,32.2,4.7,4,1.0,114.0,111.0,23.6,78,0,0,22.5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1.1,2.3,0.4325,0.3429,0.6383,27.25,102.7,103.3,15.95,1.22798,77,2022,4,1,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
CJ McCollum,37,19,3,4,2,0.0,0.389,0.6,0.481,24.5,0.7,2,0.5,107.0,127.0,12.5,79,0,0,24.4,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.3,2.5,0.4714,0.4029,0.6883,29.7,113.4,116.0,17.2,1.1336,78,2022,4,3,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
CJ McCollum,31,23,4,5,4,0.0,0.526,0.2,0.566,31.0,5.4,2,0.667,118.0,105.0,19.2,80,0,0,24.6,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.1,1.6,2.2,0.4711,0.3729,0.755,29.81,114.6,113.0,17.589999999999996,1.11495,79,2022,4,5,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
CJ McCollum,29,23,4,7,3,0.0,0.474,0.5,0.578,32.5,9.4,3,0.0,122.0,98.0,18.2,81,1,0,24.9,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.4,1.6,2.4,0.4763999999999999,0.4029,0.6799999999999999,29.81,115.7,114.0,17.82,1.01528,80,2022,4,7,3,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
CJ McCollum,29,16,1,4,1,0.0,0.353,0.333,0.407,27.6,-6.0,1,0.333,87.0,138.0,6.8,82,0,0,24.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.6,2.3,0.4770999999999999,0.4029,0.63,29.47000000000001,113.9,116.6,16.96,1.19667,81,2022,4,9,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
CJ McCollum,6,0,1,1,0,0.0,0.0,0.0,0.0,15.0,-19.7,0,0.0,36.0,139.0,-0.4,83,1,1,21.3,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.5,1.9,0.4245,0.36,0.53,27.890000000000004,105.5,118.9,15.15,0.956743,82,2022,4,10,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
