Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_SAC,OPP_SAS,OPP_TOR,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Derrick White,2025-01-20,26,8,5,5,1,3.0,0.6,0.5,0.8,12.3,9.4,2,0.0,130.0,83.0,11.4,43,0,1,11.6,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.3,0.6,1.4,0.3189,0.2424,0.55,17.89,88.6,101.6,8.040000000000001,1.12136
Derrick White,2025-01-22,42,20,6,4,1,0.0,0.412,0.333,0.559,22.1,-1.0,3,1.0,109.0,110.0,13.9,44,0,0,11.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,0.7,1.7,0.3101,0.2257,0.55,17.4,86.4,98.6,7.57,1.10114
Derrick White,2025-01-23,19,3,3,3,0,1.0,0.2,0.333,0.3,14.0,-4.7,1,0.0,94.0,130.0,3.4,45,0,1,9.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.6,0.7,1.5,0.2801,0.209,0.5,16.029999999999998,83.2,100.8,6.2700000000000005,0.847274
Derrick White,2025-01-25,36,23,4,4,0,0.0,0.438,0.4,0.617,21.1,3.5,0,0.833,144.0,116.0,17.4,46,0,0,10.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.6,0.6,1.2,0.2931,0.2307999999999999,0.5333,16.19,89.9,101.9,7.33,1.11353
Derrick White,2025-01-27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47,1,1,10.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.6,0.6,1.2,0.2931,0.2307999999999999,0.5333,16.19,89.9,101.9,7.33,1.27977
Derrick White,2025-01-29,40,22,1,5,0,1.0,0.5,0.4,0.698,17.6,4.4,0,1.0,144.0,109.0,19.1,48,1,0,12.1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.8,0.5,1.2,0.3306,0.2708,0.5333,16.59,98.6,101.1,9.02,1.13071
Derrick White,2025-01-31,34,16,4,3,2,0.0,0.556,0.5,0.743,15.4,1.4,1,0.75,133.0,113.0,14.8,49,0,0,13.1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.9,0.4,1.1,0.3695,0.3208,0.5083,16.87,102.9,101.3,9.89,1.29536
Derrick White,2025-02-02,34,17,1,9,0,1.0,0.545,0.556,0.773,18.5,7.9,2,0.0,139.0,122.0,16.6,50,0,1,14.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5,3.7,0.4,1.1,0.4018,0.3621,0.4583,16.23,111.1,100.8,11.71,1.36217
Derrick White,2025-02-04,35,20,5,2,2,1.0,0.5,0.5,0.672,17.2,12.5,0,0.0,140.0,108.0,18.6,51,0,0,15.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,0.6,1.0,0.4101,0.3835,0.4583,15.91,114.1,100.6,12.77,0.936377
Derrick White,2025-02-06,26,13,3,3,0,1.0,0.5,0.333,0.623,19.4,-0.1,1,1.0,126.0,132.0,9.9,52,1,0,14.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.8,0.6,1.0,0.4251,0.3855,0.4583,15.76,115.9,102.3,12.510000000000002,1.20562
Derrick White,2025-02-08,25,17,3,4,0,1.0,0.556,0.571,0.824,20.2,12.5,1,1.0,168.0,114.0,15.7,53,0,0,15.1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.7,0.5,0.9,0.4206999999999999,0.3926,0.5583,16.55,119.7,105.4,12.94,1.17377
Derrick White,2025-02-10,38,13,4,7,0,0.0,0.3,0.25,0.533,18.7,-0.4,2,1.0,114.0,103.0,11.3,54,0,0,14.4,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.0,0.4,0.8,0.4095000000000001,0.3843,0.5583,16.21,120.2,104.7,12.68,1.03949
Derrick White,2025-02-12,39,19,7,9,1,0.0,0.438,0.273,0.563,23.8,1.3,6,1.0,106.0,105.0,14.0,55,1,0,16.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.2,4.6,0.5,1.3,0.4333,0.3783,0.6583,17.19,121.4,102.2,13.74,1.159
Derrick White,2025-02-20,26,16,10,2,0,0.0,0.5,0.429,0.707,21.4,2.9,1,1.0,133.0,105.0,14.0,56,0,0,15.3,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.8,4.4,0.5,1.4,0.4394999999999999,0.3812,0.675,17.22,120.3,101.1,13.4,1.04398
Derrick White,2025-02-23,37,19,9,7,1,0.0,0.7,0.833,0.95,14.5,12.5,2,0.0,165.0,111.0,21.8,57,1,1,17.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.1,0.6,1.6,0.5095,0.4645,0.675,18.67,136.8,112.2,15.580000000000002,1.36097
Derrick White,2025-02-25,38,22,3,5,3,2.0,0.467,0.545,0.693,20.3,12.4,2,1.0,135.0,101.0,20.3,58,0,0,17.2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.9,5.1,0.9,1.8,0.5062,0.479,0.675,18.94,135.9,111.4,15.700000000000005,1.0598
Derrick White,2025-02-26,31,18,3,3,0,0.0,0.5,0.5,0.699,21.6,2.7,2,0.5,122.0,129.0,12.2,59,0,0,17.4,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,5.1,0.7,1.9,0.5006,0.479,0.65,19.56,134.8,113.0,15.44,0.936632
Derrick White,2025-02-28,41,16,1,5,3,0.0,0.417,0.4,0.621,15.1,3.8,1,1.0,139.0,134.0,14.2,60,1,0,17.3,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.7,1.0,1.8,0.4878,0.4634,0.75,19.22,134.8,114.2,15.2,0.875834
