Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_GSW,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Stephen Curry,32,13,1,9,2,0.0,0.235,0.222,0.346,29.5,-7.1,3,0.75,88.0,124.0,7.1,45,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,4.0,5.9,1.0,2.5,0.3774,0.3105,0.775,25.84,103.2,108.2,14.6,0.989436,44,2025,1,25,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Stephen Curry,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.6,3.3,5.9,0.9,2.1,0.3274,0.2633999999999999,0.675,22.45,92.9,96.9,12.63,1.23001,45,2025,1,28,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Stephen Curry,33,21,1,4,1,0.0,0.4,0.5,0.626,22.3,5.8,0,1.0,131.0,114.0,16.2,47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.5,5.7,0.8,1.8,0.3436,0.2991,0.675,21.55,97.1,97.7,13.19,1.11297,46,2025,1,29,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Stephen Curry,31,14,3,3,0,2.0,0.357,0.167,0.457,22.4,-6.9,2,1.0,93.0,127.0,8.6,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,2.8,6.0,0.8,2.0,0.3793,0.3157999999999999,0.775,23.79,106.4,110.4,14.05,1.20804,47,2025,1,31,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Stephen Curry,34,24,1,5,1,0.0,0.333,0.167,0.489,36.3,-1.3,3,1.0,99.0,111.0,13.5,49,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,2.2,5.8,0.8,1.9,0.3597,0.2925,0.775,24.65,103.5,110.2,13.27,1.08641,48,2025,2,3,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Stephen Curry,35,32,1,7,0,1.0,0.387,0.333,0.502,39.9,-0.6,3,1.0,102.0,132.0,17.2,50,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.3,2.2,5.7,0.7,2.1,0.3508,0.2674999999999999,0.775,25.71,98.2,109.5,12.37,1.06287,49,2025,2,5,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Stephen Curry,37,37,7,4,1,1.0,0.371,0.3,0.497,43.8,4.5,4,1.0,95.0,117.0,19.9,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,2.4,5.5,0.7,2.4,0.3424,0.2689,0.775,27.22,94.7,109.4,12.26,0.995127,50,2025,2,6,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Stephen Curry,34,34,4,6,0,1.0,0.526,0.5,0.755,32.1,11.2,4,0.75,139.0,118.0,26.4,52,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.5,5.7,0.5,2.5,0.3575,0.2855999999999999,0.75,27.24,99.5,108.4,13.830000000000002,1.28445,51,2025,2,8,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Stephen Curry,34,38,6,4,0,0.0,0.5,0.375,0.68,35.6,10.7,2,0.889,135.0,116.0,28.2,53,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,2.8,4.9,0.5,2.4,0.353,0.2981,0.7389,29.04,99.6,107.1,15.15,1.2008,52,2025,2,10,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Stephen Curry,37,25,5,8,2,0.0,0.391,0.308,0.505,31.0,2.5,4,0.75,107.0,115.0,16.4,54,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,2.9,5.0,0.7,2.5,0.35,0.2872,0.8139,29.29,98.9,107.4,15.35,1.13444,53,2025,2,12,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Stephen Curry,35,27,5,3,0,0.0,0.412,0.385,0.644,26.7,5.8,1,0.889,128.0,106.0,19.7,55,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,3.3,4.4,0.5,2.3,0.3677,0.3035,0.8278000000000001,29.01,102.9,105.6,16.61,1.09024,54,2025,2,13,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Stephen Curry,31,20,1,6,2,0.0,0.538,0.444,0.72,21.1,7.5,1,1.0,147.0,113.0,19.2,56,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.2,3.4,5.0,0.7,2.4,0.4215,0.3479,0.9278,31.12,117.6,116.9,18.53,1.2328,55,2025,2,21,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Stephen Curry,29,30,4,7,1,0.0,0.6,0.375,0.704,33.2,13.7,2,1.0,140.0,105.0,24.7,57,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,3.7,5.3,0.7,2.6,0.4415,0.3354,0.9278,32.21,118.5,116.0,19.38,0.987063,56,2025,2,23,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Stephen Curry,24,15,4,6,1,0.0,0.429,0.222,0.519,27.8,-1.8,2,1.0,110.0,94.0,11.2,58,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,3.8,5.6,0.8,2.6,0.4487,0.3409,0.9278,32.75,120.2,112.7,19.64,1.2811,57,2025,2,25,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Stephen Curry,34,56,4,3,2,0.0,0.64,0.632,0.925,44.4,30.6,4,1.0,155.0,118.0,46.2,59,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,4.1,5.4,0.9,2.7,0.4793999999999999,0.3874,0.9278,33.56,125.8,113.4,22.91,1.30307,58,2025,2,27,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
