Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
DeMar DeRozan,38,21,8,6,1,2.0,0.533,1.0,0.61,20.8,8.5,0,0.8,138.0,120.0,22.3,11,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.6,4.4,1.8,1.9,0.549,0.4953,0.85,24.64,125.5,112.2,20.08,1.02945,10,2024,11,11,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
DeMar DeRozan,17,2,5,3,1,2.0,0.5,0.0,0.5,10.7,1.0,2,0.0,100.0,99.0,5.0,12,1,1,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.1,4.4,1.6,1.9,0.524,0.4286,0.775,23.91,121.5,109.5,18.57,1.15628,11,2024,11,13,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
DeMar DeRozan,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,1,1,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,4.1,1.3,1.8,0.474,0.4286,0.685,21.37,108.4,99.8,16.48,1.0174,12,2024,11,15,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
DeMar DeRozan,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,1,1,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.3,3.3,1.2,1.7,0.4097,0.4286,0.6183,19.28,94.4,89.6,14.39,1.13297,13,2024,11,16,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
DeMar DeRozan,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,1,1,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.1,0.9,1.6,0.3534,0.3286,0.5383,17.0,81.0,79.0,11.919999999999998,1.06592,14,2024,11,18,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
DeMar DeRozan,36,16,6,2,1,1.0,0.316,0.0,0.355,30.0,-8.4,2,0.5,70.0,104.0,5.2,16,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.9,0.7,1.2,0.3406,0.3,0.4883,16.619999999999997,77.8,77.6,10.52,0.952015,15,2024,11,22,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
DeMar DeRozan,36,18,5,5,0,0.0,0.389,0.0,0.436,29.8,-10.1,3,0.667,95.0,122.0,8.2,17,1,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.8,0.7,1.4,0.3239,0.25,0.4549999999999999,16.95,73.2,78.0,9.17,1.17205,16,2024,11,24,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
DeMar DeRozan,36,30,2,6,1,0.0,0.619,0.0,0.659,28.2,9.0,0,1.0,142.0,137.0,25.9,18,1,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.1,0.7,1.1,0.3334,0.2,0.4549999999999999,16.75,75.8,80.1,10.06,0.983973,17,2024,11,25,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
DeMar DeRozan,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,0,1,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.5,0.5,0.9,0.2916999999999999,0.2,0.38,14.889999999999995,66.3,68.9,9.029999999999998,1.06038,18,2024,11,27,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
DeMar DeRozan,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20,0,1,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6,2.2,0.4,0.7,0.2357,0.1,0.2967,11.95,54.5,58.2,6.659999999999999,1.25665,19,2024,11,29,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
DeMar DeRozan,37,28,5,8,3,0.0,0.5,0.0,0.584,25.7,9.0,0,0.889,148.0,126.0,28.1,21,1,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.3,2.4,0.6,0.7,0.2324,0.0,0.3056,12.44,55.5,58.8,7.24,1.23093,20,2024,12,1,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
DeMar DeRozan,34,16,5,5,1,1.0,0.4,0.0,0.465,24.8,-5.9,2,0.8,99.0,115.0,11.4,22,1,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.6,0.6,0.7,0.2224,0.0,0.3856,13.85,55.4,60.4,7.88,1.11861,21,2024,12,3,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
DeMar DeRozan,35,26,3,1,1,0.0,0.4,1.0,0.614,25.5,1.5,2,0.929,124.0,113.0,16.5,23,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.7,0.7,0.9,0.2624,0.1,0.4785,16.4,67.8,71.7,9.53,1.0874,22,2024,12,5,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
DeMar DeRozan,32,23,3,2,1,0.0,0.533,0.333,0.652,26.1,-5.1,2,1.0,121.0,113.0,15.8,24,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.9,2.9,0.8,1.1,0.3157,0.1333,0.5785,19.01,79.9,83.0,11.11,1.27845,23,2024,12,6,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
DeMar DeRozan,29,18,1,4,1,1.0,0.571,0.0,0.605,22.0,-2.0,0,1.0,136.0,103.0,15.0,25,1,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.3,0.9,1.1,0.3728,0.1333,0.6785,21.21,93.5,93.3,12.61,0.908257,24,2024,12,8,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
DeMar DeRozan,34,29,3,2,4,0.0,0.444,1.0,0.635,28.8,9.7,1,0.909,136.0,108.0,23.3,26,0,0,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.3,1.2,1.0,0.3856,0.2333,0.7194,21.09,100.1,93.7,14.419999999999998,1.15956,25,2024,12,12,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
DeMar DeRozan,34,17,3,4,2,0.0,0.389,0.0,0.44,24.6,-8.2,2,1.0,94.0,122.0,9.7,27,1,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.2,1.4,0.9,0.3856,0.2333,0.7527,20.57,100.0,93.7,14.570000000000002,0.912689,26,2024,12,16,0,-2.4492935982947064e-16,1.0,0.0,1.0
DeMar DeRozan,35,10,5,4,1,0.0,0.308,0.0,0.36,18.8,-8.4,1,1.0,79.0,112.0,5.6,28,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.0,1.4,1.0,0.3545,0.2333,0.7527,19.630000000000003,93.7,91.2,12.54,0.961644,27,2024,12,19,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
DeMar DeRozan,37,12,4,3,2,0.0,0.4,0.5,0.53,15.5,-1.4,2,1.0,105.0,108.0,9.9,29,1,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.3,1.6,1.2,0.3944999999999999,0.2833,0.8527000000000001,21.18,104.2,102.0,13.53,0.944733,28,2024,12,21,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
DeMar DeRozan,28,2,2,2,0,0.0,0.143,0.0,0.143,10.5,-14.9,0,0.0,55.0,131.0,-0.5,30,1,1,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.5,1.6,1.2,0.4088,0.2833,0.8527000000000001,22.23,109.7,115.1,13.48,1.06718,29,2024,12,22,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
DeMar DeRozan,36,19,3,4,0,0.0,0.538,0.333,0.607,20.5,-0.9,1,0.667,125.0,122.0,14.2,31,1,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.1,1.3,1.3,0.4126,0.3166,0.8305,21.71,107.4,114.7,12.09,1.14243,30,2024,12,26,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
DeMar DeRozan,41,25,6,7,1,0.0,0.706,0.0,0.717,18.7,2.2,1,1.0,149.0,137.0,23.8,32,0,0,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.3,1.3,1.2,0.4432,0.3166,0.8505,21.1,112.4,116.9,13.330000000000002,1.15527,31,2024,12,28,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
DeMar DeRozan,26,14,4,2,0,0.0,0.462,0.5,0.521,21.9,-3.1,1,1.0,110.0,101.0,7.3,33,1,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.4,1.2,1.1,0.4493999999999999,0.2666,0.8576,20.74,111.0,115.7,12.41,1.19929,32,2024,12,30,0,-2.4492935982947064e-16,1.0,0.0,1.0
DeMar DeRozan,32,18,5,1,2,0.0,0.5,0.0,0.571,22.8,-0.5,1,1.0,123.0,110.0,14.6,34,1,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.3,1.3,1.0,0.4461,0.2332999999999999,0.8576,20.41,111.2,115.4,12.29,1.00012,33,2025,1,1,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
DeMar DeRozan,38,29,3,5,0,1.0,0.556,0.571,0.688,23.5,2.1,1,0.714,140.0,134.0,22.5,35,1,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.4,1.2,1.1,0.4446,0.2904,0.829,20.56,111.6,118.5,13.04,1.01106,34,2025,1,3,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
