Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_IND,TM_TOR,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Pascal Siakam,29,11,7,5,0,1.0,0.444,0.0,0.491,20.6,-8.2,4,0.6,93.0,138.0,8.2,11,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,7.3,4.7,0.8,2.9,0.4634,0.1475,0.6343,25.08,105.1,115.2,13.84,1.05928,10,2023,11,15,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Pascal Siakam,29,23,6,5,0,0.0,0.688,0.0,0.7,30.2,4.7,3,1.0,119.0,113.0,16.9,12,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,7.1,5.0,0.8,2.9,0.4854999999999999,0.1275,0.6743,25.860000000000003,107.7,116.7,14.62,1.12944,11,2023,11,17,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Pascal Siakam,29,23,7,6,1,0.0,0.556,0.5,0.595,26.6,4.8,0,0.667,138.0,108.0,22.1,13,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,7.1,5.2,0.9,2.7,0.5035999999999999,0.1375,0.666,27.08,110.2,115.1,15.97,1.11283,12,2023,11,19,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Pascal Siakam,30,16,2,8,1,0.0,0.5,0.0,0.592,22.9,1.4,2,0.75,126.0,126.0,15.0,14,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,6.7,5.7,0.9,2.9,0.5106999999999999,0.1375,0.6742999999999999,26.630000000000003,112.5,116.8,16.130000000000003,1.01454,13,2023,11,21,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Pascal Siakam,38,36,10,5,0,1.0,0.542,0.333,0.624,32.8,4.2,2,0.818,136.0,126.0,29.2,15,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,7.1,5.5,0.9,2.8,0.4957000000000001,0.1083,0.6561,27.68,110.4,117.4,16.75,1.34752,14,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Pascal Siakam,37,18,3,8,1,0.0,0.5,0.167,0.615,20.7,-0.8,3,0.833,123.0,121.0,15.3,16,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,7.1,5.7,1.0,2.9,0.5002000000000001,0.125,0.7394,27.98,112.9,117.3,17.7,1.20129,15,2023,11,24,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Pascal Siakam,38,18,8,6,1,1.0,0.412,0.0,0.458,26.5,0.7,4,0.667,98.0,110.0,14.0,17,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,7.3,5.8,1.0,3.0,0.5247,0.1,0.7061,28.66,115.4,117.2,18.85,1.1106,16,2023,11,26,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Pascal Siakam,35,17,10,2,1,0.0,0.333,0.0,0.403,27.2,-8.5,2,0.714,85.0,115.0,9.4,18,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,7.1,5.5,1.1,2.9,0.4979999999999999,0.1,0.7525,28.23,112.1,117.1,17.470000000000002,1.1622,17,2023,11,28,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Pascal Siakam,36,22,9,3,1,0.0,0.429,0.2,0.493,30.3,-3.6,3,1.0,102.0,111.0,13.3,19,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,7.3,5.5,0.9,2.9,0.5056,0.12,0.7692,27.62,113.9,116.9,17.589999999999996,1.18216,18,2023,11,29,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Pascal Siakam,34,21,8,3,0,0.0,0.438,0.0,0.538,26.8,-3.6,3,0.875,111.0,129.0,13.7,20,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,7.0,5.1,0.6,2.6,0.4841999999999999,0.12,0.7924,26.46,113.1,119.7,15.71,1.11235,19,2023,12,1,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Pascal Siakam,36,30,4,6,0,1.0,0.692,1.0,0.841,24.8,12.9,2,1.0,160.0,121.0,28.6,21,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,6.7,5.2,0.6,2.4,0.509,0.22,0.8324,26.880000000000003,119.8,118.0,17.75,1.38528,20,2023,12,6,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Pascal Siakam,33,25,5,4,1,0.0,0.733,0.0,0.746,21.9,7.4,1,0.75,150.0,125.0,22.4,22,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,6.6,5.1,0.7,2.2,0.5135,0.22,0.8074,26.05,122.9,119.2,18.3,1.11292,21,2023,12,8,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Pascal Siakam,37,20,4,4,4,0.0,0.533,0.5,0.553,21.0,-0.1,1,0.429,124.0,135.0,16.9,23,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,6.3,4.9,1.0,2.3,0.5112,0.22,0.7836000000000001,25.49,121.5,121.9,17.78,1.3052,22,2023,12,11,0,-2.4492935982947064e-16,1.0,0.0,1.0
Pascal Siakam,36,33,7,7,0,0.0,0.632,0.833,0.747,28.6,7.0,2,0.571,142.0,131.0,28.7,24,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.8,4.8,0.9,2.3,0.5244,0.3033,0.7657,26.06,123.1,122.4,19.15,1.25654,23,2023,12,13,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Pascal Siakam,34,15,5,4,2,0.0,0.455,0.667,0.588,19.0,-0.5,1,0.75,113.0,126.0,13.8,25,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,6.3,4.7,1.1,2.2,0.5157,0.3367,0.7588999999999999,24.68,120.8,122.4,17.610000000000003,1.30168,24,2023,12,15,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Pascal Siakam,36,27,8,8,1,0.0,0.688,0.0,0.724,24.4,13.0,2,0.833,150.0,106.0,28.0,26,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,6.8,4.7,1.1,2.1,0.5345000000000001,0.32,0.7589,25.05,123.5,120.9,18.880000000000003,1.33465,25,2023,12,18,0,-2.4492935982947064e-16,1.0,0.0,1.0
Pascal Siakam,36,18,5,1,0,0.0,0.438,0.2,0.495,24.3,-6.1,1,0.6,101.0,125.0,9.6,27,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,6.5,4.2,1.0,1.8,0.5370999999999999,0.3399999999999999,0.7522,24.83,123.8,122.4,18.44,1.06955,26,2023,12,20,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Pascal Siakam,36,31,5,5,0,1.0,0.625,0.0,0.728,27.6,7.1,2,0.917,142.0,125.0,27.1,28,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,6.0,4.5,0.9,1.8,0.5663,0.3399999999999999,0.7725,24.87,129.5,123.4,20.21,1.08863,27,2023,12,22,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Pascal Siakam,36,19,9,6,1,0.0,0.35,0.0,0.42,27.8,-7.3,1,0.833,106.0,130.0,13.9,29,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.9,6.0,4.8,0.9,1.6,0.5584,0.3199999999999999,0.7558,24.62,129.9,125.3,20.270000000000003,1.07027,28,2023,12,23,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Pascal Siakam,32,22,6,11,1,0.0,0.6,0.0,0.64,27.5,2.3,4,0.8,129.0,104.0,20.4,30,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,5.8,5.6,1.0,1.7,0.5746,0.3199999999999999,0.7483,24.69,131.7,122.8,20.94,1.1501,29,2023,12,27,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Pascal Siakam,41,27,5,5,2,0.0,0.556,0.4,0.627,24.6,2.4,1,0.625,127.0,124.0,22.8,31,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,5.9,5.5,1.2,1.6,0.561,0.2599999999999999,0.7108,24.67,128.4,123.1,20.36,1.09959,30,2023,12,29,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Pascal Siakam,40,35,5,4,0,0.0,0.583,1.0,0.636,32.1,-2.3,2,0.625,122.0,133.0,23.3,32,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,5.9,5.5,1.1,1.7,0.546,0.36,0.6982999999999999,25.690000000000005,125.6,123.9,20.45,1.15367,31,2023,12,30,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Pascal Siakam,40,36,5,2,1,0.0,0.65,0.625,0.795,24.3,10.8,1,0.833,150.0,120.0,28.5,33,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,6.0,5.3,0.8,1.7,0.5577,0.3724999999999999,0.7386999999999999,26.020000000000003,128.2,122.4,21.610000000000003,1.1249,32,2024,1,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Pascal Siakam,30,24,7,0,1,0.0,0.643,0.5,0.721,29.0,0.2,3,0.833,117.0,110.0,15.9,34,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,6.0,4.6,0.9,1.8,0.5588,0.3392,0.7649,26.06,125.7,120.3,20.33,0.957031,33,2024,1,3,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Pascal Siakam,37,18,4,9,2,1.0,0.545,0.0,0.639,18.3,3.2,2,0.857,136.0,128.0,19.7,35,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.7,5.9,5.1,0.9,1.9,0.5678000000000001,0.2724999999999999,0.7756000000000001,25.99,128.0,120.5,20.92,1.12711,34,2024,1,5,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Pascal Siakam,30,16,6,6,0,2.0,0.636,0.667,0.727,17.8,6.2,1,0.0,147.0,122.0,17.9,36,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,5.7,4.9,0.8,1.8,0.5626,0.3392,0.6923,25.33,127.7,122.1,19.91,1.03995,35,2024,1,7,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Pascal Siakam,32,25,4,3,0,1.0,0.588,0.6,0.682,25.9,1.8,1,0.667,127.0,128.0,18.9,37,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,5.6,5.1,0.8,1.8,0.5776,0.3792,0.6990000000000001,25.49,130.3,122.4,20.84,1.01166,36,2024,1,9,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Pascal Siakam,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,5.1,4.6,0.8,1.6,0.5151,0.3792,0.6073000000000001,22.73,116.1,109.9,18.130000000000003,1.11726,37,2024,1,10,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Pascal Siakam,30,27,4,2,0,0.0,0.571,0.833,0.771,28.4,4.5,2,0.75,130.0,147.0,19.8,39,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,4.6,4.2,0.7,1.7,0.5372,0.4625,0.599,22.79,118.5,111.6,18.72,1.07649,38,2024,1,12,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Pascal Siakam,37,17,5,4,1,0.0,0.333,0.0,0.459,21.9,3.1,0,0.875,106.0,108.0,13.8,40,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,4.5,3.5,0.7,1.3,0.5105,0.4625,0.6065,22.23,116.2,112.0,18.06,1.02669,39,2024,1,15,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Pascal Siakam,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,4.0,3.0,0.5,1.2,0.4548999999999999,0.4225,0.544,19.770000000000003,103.5,99.6,15.78,0.898451,40,2024,1,17,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Pascal Siakam,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.3,3.5,2.6,0.5,1.0,0.3966,0.3224999999999999,0.4815,16.560000000000002,91.3,86.3,13.45,1.11632,41,2024,1,18,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
