Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Aaron Gordon,2023-12-08,22,3,6,3,0,0.0,0.2,0.0,0.208,15.7,-9.5,1,0.2,63.0,119.0,1.2,23,1,0,5.6,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.8,0.5,0.7,0.2061,0.0666,0.145,10.02,55.0,71.1,4.58,0.971855
Aaron Gordon,2023-12-11,29,18,12,1,0,0.0,0.7,0.0,0.738,20.4,0.4,2,0.8,146.0,130.0,17.7,24,0,1,6.3,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.2,0.4,0.7,0.2397,0.0666,0.15,10.32,58.5,73.2,5.08,1.21036
Aaron Gordon,2023-12-12,32,14,7,6,0,0.0,0.462,0.5,0.504,19.2,2.8,0,0.5,139.0,122.0,14.8,25,0,0,6.2,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.7,0.2,0.5,0.2420999999999999,0.0833,0.2,10.04,62.0,72.2,5.45,1.19577
Aaron Gordon,2023-12-14,24,13,3,2,1,1.0,0.667,0.0,0.689,19.8,0.8,2,1.0,113.0,103.0,11.1,26,1,0,7.3,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,1.7,0.3,0.6,0.3088,0.0833,0.25,10.48,70.0,71.0,6.95,1.1653
Aaron Gordon,2023-12-16,33,16,9,5,2,0.0,0.5,0.0,0.612,17.0,10.1,0,0.857,159.0,121.0,20.4,27,1,1,8.9,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,0.5,0.6,0.3588,0.0833,0.3357,12.179999999999998,85.9,83.1,8.99,1.14388
Aaron Gordon,2023-12-18,24,21,5,5,1,0.0,0.778,0.667,0.902,22.0,20.2,0,0.833,192.0,109.0,23.1,28,1,0,11.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.7,0.6,0.6,0.4366,0.15,0.4189999999999999,14.38,105.1,94.0,11.3,1.11927
Aaron Gordon,2023-12-20,30,12,5,2,0,0.0,0.667,0.0,0.667,14.6,-3.8,1,0.0,136.0,121.0,10.8,29,0,1,12.2,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.9,0.6,0.7,0.5033000000000001,0.15,0.4189999999999999,15.839999999999998,118.7,106.1,12.38,0.996853
Aaron Gordon,2023-12-22,32,18,5,2,1,0.0,0.833,0.0,0.904,15.7,4.6,1,0.889,175.0,126.0,18.7,30,0,1,14.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.1,0.7,0.8,0.5866,0.15,0.5079,17.41,136.2,118.7,14.25,1.15817
Aaron Gordon,2023-12-23,32,14,2,1,1,1.0,0.455,0.0,0.53,20.8,-5.9,2,0.8,103.0,107.0,9.3,31,0,1,13.7,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.9,0.8,0.9,0.5706,0.1167,0.5879,17.74,133.6,117.3,13.56,1.44524
Aaron Gordon,2023-12-25,32,16,10,3,1,0.0,0.7,0.25,0.68,19.0,4.1,2,0.25,129.0,116.0,15.5,32,1,0,14.5,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,3.0,0.7,1.1,0.5962,0.1417,0.6129,18.42,135.5,117.4,14.26,1.06386
Aaron Gordon,2023-12-28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,1,1,14.2,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,2.7,0.7,1.0,0.5761999999999999,0.1417,0.5929,16.85,129.2,105.5,14.14,0.987654
Aaron Gordon,2023-12-29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34,1,1,12.4,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.6,0.7,0.8,0.5062,0.1417,0.5128999999999999,14.810000000000002,114.6,92.5,12.37,1.1611
Aaron Gordon,2024-01-01,25,10,2,0,1,1.0,0.8,1.0,0.85,11.4,2.5,0,0.5,165.0,100.0,10.4,35,1,0,12.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.0,0.8,0.8,0.54,0.1917,0.5128999999999999,14.029999999999998,117.2,90.3,11.93,1.41339
Aaron Gordon,2024-01-04,35,30,9,2,0,1.0,0.647,0.5,0.747,26.1,7.7,0,0.857,167.0,141.0,28.1,36,0,0,13.7,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.0,0.7,0.6,0.538,0.2416999999999999,0.4986,14.660000000000002,122.6,94.1,13.63,1.13022
Aaron Gordon,2024-01-05,36,16,8,3,0,0.0,0.625,0.5,0.784,12.8,2.7,1,0.8,156.0,125.0,15.1,37,1,0,13.7,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.8,0.5,0.7,0.5505,0.2916999999999999,0.4929,14.24,122.3,94.5,13.1,1.15216
Aaron Gordon,2024-01-07,20,8,1,1,1,0.0,0.75,0.0,0.82,10.9,0.4,0,1.0,176.0,122.0,8.8,38,1,1,12.4,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.4,0.5,0.7,0.5477000000000001,0.225,0.5096,13.13,120.7,95.8,11.67,1.07812
Aaron Gordon,2024-01-10,29,12,5,4,1,0.0,0.833,1.0,1.0,12.3,4.2,2,0.0,150.0,127.0,12.3,39,0,1,12.4,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.2,1.6,0.6,0.8,0.5643,0.325,0.5096,12.9,122.1,96.4,11.82,1.14582
Aaron Gordon,2024-01-12,31,15,5,2,0,0.0,0.583,0.0,0.563,21.3,-4.7,2,0.333,112.0,121.0,9.9,40,1,0,12.1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.6,0.5,0.9,0.5393000000000001,0.325,0.454,13.46,115.8,95.9,10.94,1.0418
