Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Giannis Antetokounmpo,2024-11-12,33,23,4,7,0,4.0,0.75,0.0,0.721,24.7,10.3,4,0.556,124.0,94.0,21.1,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.2,10.5,4.7,0.4,2.5,0.5574,0.05,0.4745,31.629999999999995,108.9,101.3,22.67,1.27626
Giannis Antetokounmpo,2024-11-13,44,59,14,7,2,3.0,0.618,0.5,0.711,45.8,22.2,3,0.941,143.0,106.0,54.2,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,10.8,4.9,0.6,2.5,0.554,0.1,0.5186,32.42,111.1,99.4,25.24,1.11791
Giannis Antetokounmpo,2024-11-16,33,22,15,12,0,2.0,0.5,0.0,0.49,33.1,9.1,2,0.0,115.0,111.0,22.9,13,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,11.1,5.4,0.5,2.3,0.5404000000000001,0.1,0.4458999999999999,33.02,110.3,99.5,25.4,1.0874
Giannis Antetokounmpo,2024-11-18,36,20,13,4,0,3.0,0.529,0.0,0.498,35.3,-4.5,8,0.286,78.0,95.0,10.1,14,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,11.4,5.2,0.5,2.4,0.5395000000000001,0.1,0.4412,32.660000000000004,109.0,97.0,24.93,0.904289
Giannis Antetokounmpo,2024-11-20,35,41,9,8,1,0.0,0.708,0.0,0.68,40.0,15.8,1,0.5,142.0,109.0,36.5,15,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,11.2,5.6,0.5,2.4,0.533,0.1,0.4537,33.34,109.4,96.4,25.38,1.12747
Giannis Antetokounmpo,2024-11-22,35,37,10,11,2,1.0,0.667,0.0,0.716,37.7,13.6,6,0.818,132.0,107.0,33.7,16,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.6,5.8,0.6,3.0,0.5441,0.1,0.4784,33.690000000000005,108.7,95.4,25.51,1.11325
Giannis Antetokounmpo,2024-11-23,31,32,11,6,0,2.0,0.522,0.333,0.584,41.8,6.7,4,0.7,117.0,112.0,24.8,17,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,11.7,6.4,0.6,3.4,0.5963,0.1333,0.5484,37.87,120.4,106.6,27.99,1.11598
Giannis Antetokounmpo,2024-11-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,10.1,6.2,0.5,3.0,0.5439,0.1333,0.4734,33.42,108.5,96.7,25.610000000000003,1.01418
Giannis Antetokounmpo,2024-11-30,38,42,12,11,0,1.0,0.625,0.0,0.667,41.4,13.7,4,0.706,134.0,114.0,38.0,19,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.9,10.1,7.1,0.5,3.3,0.554,0.1333,0.5106999999999999,34.07,111.4,96.3,27.62,1.16165
Giannis Antetokounmpo,2024-12-03,28,28,7,8,0,1.0,0.909,0.0,0.86,36.0,11.0,6,0.667,140.0,108.0,24.7,20,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,9.5,7.4,0.5,3.8,0.5828,0.0833,0.5174000000000001,33.58,112.5,95.6,26.6,1.07246
Giannis Antetokounmpo,2024-12-04,36,31,11,5,1,0.0,0.571,0.0,0.609,35.1,5.5,4,0.577,118.0,114.0,24.6,21,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,10.2,7.2,0.6,3.8,0.5649,0.0833,0.5195000000000001,34.620000000000005,111.9,97.6,26.95,1.01094
Giannis Antetokounmpo,2024-12-06,36,30,11,1,0,0.0,0.52,0.0,0.543,34.2,5.6,1,0.667,113.0,120.0,20.3,22,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,9.9,6.6,0.4,3.6,0.5551,0.0333,0.4921,33.46,108.9,99.0,23.56,1.13515
Giannis Antetokounmpo,2024-12-08,38,34,11,4,1,3.0,0.636,0.0,0.644,37.8,4.1,3,0.6,122.0,116.0,28.8,23,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,9.5,5.8,0.5,3.7,0.5687,0.0333,0.5521,33.93,109.6,99.5,24.15,0.907372
Giannis Antetokounmpo,2024-12-10,36,37,7,1,2,4.0,0.625,0.0,0.632,45.7,2.2,6,0.583,101.0,104.0,25.8,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,8.9,5.5,0.7,3.5,0.5782999999999999,0.0333,0.5818,34.97,111.9,100.4,25.72000000000001,1.06434
Giannis Antetokounmpo,2024-12-14,38,32,14,9,1,4.0,0.667,0.0,0.698,27.3,21.2,1,0.667,148.0,93.0,36.4,25,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,9.4,5.6,0.7,3.5,0.5742,0.0333,0.5984999999999999,33.7,112.5,98.8,25.71,0.972644
Giannis Antetokounmpo,2024-12-20,30,33,14,3,3,0.0,0.591,1.0,0.625,43.9,9.3,5,0.6,106.0,111.0,25.5,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,9.8,4.8,0.8,3.4,0.5666,0.1333,0.5767,34.32,109.9,99.2,24.89,0.984525
Giannis Antetokounmpo,2024-12-21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.7,8.7,4.2,0.8,3.0,0.5144,0.1,0.5067,30.14,98.2,88.0,22.410000000000004,1.09326
Giannis Antetokounmpo,2024-12-23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,8.7,4.2,0.8,3.0,0.5144,0.1,0.5067,30.14,98.2,88.0,22.410000000000004,1.1834
Giannis Antetokounmpo,2024-12-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,7.5,3.1,0.8,2.6,0.4519,0.1,0.4361,26.0,84.8,76.6,18.610000000000003,1.14049
Giannis Antetokounmpo,2024-12-28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,6.8,2.3,0.8,2.0,0.361,0.1,0.3694,22.4,70.8,65.8,16.14,1.31163
Giannis Antetokounmpo,2024-12-31,35,30,12,5,2,0.0,0.55,0.0,0.583,32.0,8.5,2,0.615,120.0,99.0,24.7,31,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,6.9,2.3,0.9,1.8,0.3589,0.1,0.3732,22.09,71.0,64.3,16.15,1.14086
Giannis Antetokounmpo,2025-01-02,37,27,13,7,1,3.0,0.5,0.0,0.475,34.9,6.6,3,0.3,102.0,106.0,20.7,32,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,7.1,2.9,1.0,2.0,0.3569,0.1,0.3364999999999999,22.16,69.9,62.9,16.189999999999998,1.28284
Giannis Antetokounmpo,2025-01-04,38,31,11,2,2,2.0,0.519,0.0,0.539,37.3,2.4,4,0.75,95.0,100.0,21.4,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,7.1,2.7,1.1,2.1,0.3452,0.1,0.3515,22.11,67.2,61.3,15.45,1.14789
Giannis Antetokounmpo,2025-01-06,29,11,12,13,0,0.0,0.625,0.0,0.619,24.2,3.5,7,0.5,111.0,102.0,12.7,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.4,7.6,3.9,0.9,2.2,0.3452,0.1,0.3432,19.96,68.2,61.1,14.14,1.18271
Giannis Antetokounmpo,2025-01-08,36,25,16,8,0,1.0,0.524,0.0,0.519,33.8,3.8,4,0.429,109.0,103.0,21.0,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.7,7.8,3.8,0.8,2.5,0.3309,0.1,0.3194,20.61,64.3,62.1,12.599999999999998,1.0713
Giannis Antetokounmpo,2025-01-10,37,41,14,4,3,2.0,0.655,0.0,0.614,45.1,13.6,3,0.3,118.0,99.0,33.5,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,7.8,3.9,0.8,2.3,0.3373,0.0,0.2894,20.73,65.5,60.9,13.4,1.06804
Giannis Antetokounmpo,2025-01-12,31,24,13,2,0,1.0,0.476,0.0,0.472,39.5,-4.7,4,0.4,96.0,141.0,14.5,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,9.1,4.1,0.8,2.7,0.3849,0.0,0.3294,24.68,75.1,75.0,14.85,1.2146
Giannis Antetokounmpo,2025-01-14,37,33,11,13,0,2.0,0.609,0.0,0.633,32.9,15.8,3,0.714,133.0,109.0,31.7,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.2,10.2,5.4,0.8,3.0,0.4458,0.0,0.4008,27.97,88.4,85.9,18.02,1.16396
Giannis Antetokounmpo,2025-01-15,30,26,11,4,1,0.0,0.733,0.0,0.702,36.4,2.3,6,0.5,106.0,88.0,19.4,39,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,11.3,5.8,0.9,3.6,0.5191,0.0,0.4508,31.61,99.0,94.7,19.96,1.01149
Giannis Antetokounmpo,2025-01-17,35,35,13,3,1,1.0,0.6,0.0,0.627,40.7,0.4,6,0.611,113.0,108.0,25.1,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.3,12.6,6.1,1.0,4.2,0.5791000000000001,0.0,0.5119,35.68,110.3,105.5,22.47,1.0228
Giannis Antetokounmpo,2025-01-19,36,34,15,6,0,0.0,0.765,0.0,0.734,28.6,14.7,0,0.571,158.0,111.0,34.0,41,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,12.9,6.2,0.8,4.0,0.6006,0.0,0.5075000000000001,35.34,114.1,106.7,23.4,1.17123
Giannis Antetokounmpo,2025-01-23,32,25,12,4,0,3.0,0.556,0.0,0.558,30.9,6.4,1,0.5,119.0,91.0,21.9,42,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,12.8,5.9,0.7,3.8,0.6062000000000001,0.0,0.5275000000000001,34.940000000000005,115.8,105.2,23.52,1.2107
Giannis Antetokounmpo,2025-01-25,35,36,13,1,0,1.0,0.545,0.0,0.629,41.8,0.8,4,0.8,113.0,122.0,25.1,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13.0,5.8,0.5,3.8,0.6088,0.0,0.5325,35.39,117.6,107.4,23.89,0.887722
Giannis Antetokounmpo,2025-01-27,37,35,18,7,2,0.0,0.696,0.0,0.639,36.5,10.0,2,0.3,125.0,97.0,32.4,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.4,13.6,5.2,0.7,3.3,0.6159,0.0,0.5125,36.62,119.0,106.9,25.860000000000003,1.20919
Giannis Antetokounmpo,2025-01-28,36,39,12,5,0,0.0,0.708,0.0,0.687,40.9,7.5,4,0.5,126.0,129.0,30.1,45,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.8,13.2,4.9,0.7,3.3,0.6343,0.0,0.5196,37.33,120.7,109.5,26.77,1.21602
Giannis Antetokounmpo,2025-01-31,34,35,14,6,0,1.0,0.565,0.0,0.6,36.2,10.1,2,0.643,128.0,138.0,29.6,46,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.2,13.2,5.1,0.4,3.2,0.6253,0.0,0.5539,36.44,121.7,113.4,26.380000000000003,1.25613
Giannis Antetokounmpo,2025-02-02,37,30,11,7,2,1.0,0.667,0.667,0.635,31.8,7.5,4,0.0,116.0,123.0,25.8,47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,13.0,5.6,0.6,3.2,0.6444,0.0667,0.5138999999999999,35.67,123.7,111.6,27.51,1.14533
Giannis Antetokounmpo,2025-02-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,11.9,4.3,0.6,2.9,0.5835,0.0667,0.4425,32.38,110.4,100.7,24.34,1.00941
Giannis Antetokounmpo,2025-02-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,10.8,3.9,0.5,2.3,0.5102,0.0667,0.3925,28.74,99.8,91.9,22.4,1.19677
Giannis Antetokounmpo,2025-02-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,9.5,3.6,0.4,1.7,0.4502,0.0667,0.3314,24.67,88.5,81.1,19.89,1.1499
Giannis Antetokounmpo,2025-02-09,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,3.0,0.4,1.7,0.3737,0.0667,0.2743,21.81,72.7,70.0,16.49,1.23854
Giannis Antetokounmpo,2025-02-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,6.8,2.6,0.4,1.6,0.3181,0.0667,0.2243,18.72,60.8,60.9,14.3,1.0748
Giannis Antetokounmpo,2025-02-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,5.5,2.5,0.4,1.2,0.2636,0.0667,0.1443,14.54,49.5,48.7,11.79,1.20897
Giannis Antetokounmpo,2025-02-20,24,23,8,4,0,1.0,0.714,0.0,0.71,35.3,9.2,3,0.6,122.0,107.0,18.1,54,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,4.5,2.2,0.2,1.3,0.2653999999999999,0.0667,0.1742999999999999,14.419999999999998,49.2,49.7,10.36,1.06691
